gene_id,gene_biotype,gene_name
ENSG00000236987.2,processed_pseudogene,NDUFA5P8
ENSG00000276951.1,processed_pseudogene,RP11-11A9.1
ENSG00000232390.3,processed_pseudogene,NDUFA5P1
ENSG00000273813.1,processed_pseudogene,RP11-11A9.2
ENSG00000254592.1,antisense,RP5-1173A5.1
ENSG00000005801.16,protein_coding,ZNF195
ENSG00000223756.6,transcribed_unprocessed_pseudogene,TSSC2
ENSG00000189398.5,unprocessed_pseudogene,OR7E12P
ENSG00000166492.9,unprocessed_pseudogene,FAM86GP
ENSG00000255367.2,transcribed_unprocessed_pseudogene,RP13-726E6.2
ENSG00000254757.1,lincRNA,RP13-726E6.1
ENSG00000255522.1,processed_pseudogene,SNRPCP5
ENSG00000237226.1,processed_pseudogene,RPS3AP39
ENSG00000223688.2,processed_pseudogene,RPS24P14
ENSG00000230851.1,processed_pseudogene,AP006294.2
ENSG00000238161.1,unprocessed_pseudogene,OR7E117P
ENSG00000182048.11,transcribed_unprocessed_pseudogene,TRPC2
ENSG00000167311.13,protein_coding,ART5
ENSG00000129744.2,protein_coding,ART1
ENSG00000201279.1,misc_RNA,Y_RNA
ENSG00000200201.1,misc_RNA,Y_RNA
ENSG00000129749.3,protein_coding,CHRNA10
ENSG00000110713.15,protein_coding,NUP98
ENSG00000251934.1,snRNA,RNU6-1143P
ENSG00000238304.1,snRNA,RNU7-50P
ENSG00000148985.19,protein_coding,PGAP2
ENSG00000177105.9,protein_coding,RHOG
ENSG00000228661.1,antisense,AC090587.5
ENSG00000167323.11,protein_coding,STIM1
ENSG00000229368.1,sense_overlapping,AC090587.4
ENSG00000230593.3,processed_pseudogene,AC090804.1
ENSG00000206976.1,snoRNA,SNORA7
ENSG00000255232.1,processed_pseudogene,RP11-438N5.4
ENSG00000255141.1,processed_pseudogene,HNRNPA1P76
ENSG00000224555.3,processed_pseudogene,RP11-438N5.2
ENSG00000240385.1,processed_pseudogene,RPS29P20
ENSG00000167325.14,protein_coding,RRM1
ENSG00000255276.1,antisense,RRM1-AS1
ENSG00000231548.1,unitary_pseudogene,OR55B1P
ENSG00000254480.1,lincRNA,RP11-23F23.2
ENSG00000255387.1,processed_pseudogene,RP11-23F23.3
ENSG00000284018.1,protein_coding,SSU72P5
ENSG00000284306.1,protein_coding,SSU72P2
ENSG00000236175.3,processed_pseudogene,SSU72P6
ENSG00000283873.1,protein_coding,SSU72P4
ENSG00000284546.1,protein_coding,SSU72P3
ENSG00000284438.1,protein_coding,SSU72P7
ENSG00000221996.6,polymorphic_pseudogene,OR52B4
ENSG00000175800.5,unitary_pseudogene,OR52B3P
ENSG00000132109.9,protein_coding,TRIM21
ENSG00000237272.2,unitary_pseudogene,OR51R1P
ENSG00000171999.7,unitary_pseudogene,OR52P2P
ENSG00000181963.5,protein_coding,OR52K2
ENSG00000225101.4,unprocessed_pseudogene,OR52K3P
ENSG00000196778.2,protein_coding,OR52K1
ENSG00000226616.1,unprocessed_pseudogene,OR52M2P
ENSG00000197790.1,protein_coding,OR52M1
ENSG00000171987.1,protein_coding,C11orf40
ENSG00000226288.1,protein_coding,OR52I2
ENSG00000232268.5,protein_coding,OR52I1
ENSG00000167333.12,protein_coding,TRIM68
ENSG00000197428.2,protein_coding,OR51D1
ENSG00000180785.8,protein_coding,OR51E1
ENSG00000180723.6,unitary_pseudogene,OR51A9P
ENSG00000167332.7,protein_coding,OR51E2
ENSG00000197674.5,unprocessed_pseudogene,OR51C1P
ENSG00000167346.7,protein_coding,MMP26
ENSG00000272634.1,unprocessed_pseudogene,OR51F5P
ENSG00000272664.1,unprocessed_pseudogene,OR51C4P
ENSG00000271602.1,processed_pseudogene,KRT8P49
ENSG00000272559.1,unprocessed_pseudogene,OR51F3P
ENSG00000273051.1,unprocessed_pseudogene,OR51F4P
ENSG00000201980.1,snoRNA,SNORA62
ENSG00000280021.1,polymorphic_pseudogene,OR51F1
ENSG00000176951.6,unprocessed_pseudogene,OR51N1P
ENSG00000231070.1,unprocessed_pseudogene,OR52Y1P
ENSG00000279270.2,polymorphic_pseudogene,OR52R1
ENSG00000176925.6,protein_coding,OR51F2
ENSG00000197984.3,unprocessed_pseudogene,OR51A8P
ENSG00000176922.3,protein_coding,OR51S1
ENSG00000176904.1,protein_coding,OR51H1
ENSG00000198217.3,unprocessed_pseudogene,OR51H2P
ENSG00000176900.2,protein_coding,OR51T1
ENSG00000197023.6,unprocessed_pseudogene,OR51A6P
ENSG00000176895.8,protein_coding,OR51A7
ENSG00000176893.4,protein_coding,OR51G2
ENSG00000278870.2,polymorphic_pseudogene,OR51G1
ENSG00000227023.1,unprocessed_pseudogene,OR51A3P
ENSG00000205497.3,protein_coding,OR51A4
ENSG00000205496.1,protein_coding,OR51A2
ENSG00000225003.1,unprocessed_pseudogene,OR51A5P
ENSG00000176798.1,protein_coding,OR51L1
ENSG00000224300.1,unprocessed_pseudogene,OR51P1P
ENSG00000230261.1,unprocessed_pseudogene,OR52J2P
ENSG00000205495.1,protein_coding,OR52J3
ENSG00000176787.2,protein_coding,OR52E2
ENSG00000273085.1,polymorphic_pseudogene,OR52E1
ENSG00000237354.1,unprocessed_pseudogene,OR52S1P
ENSG00000226157.1,unprocessed_pseudogene,OR52E3P
ENSG00000203560.3,unprocessed_pseudogene,OR52J1P
ENSG00000236897.1,lincRNA,AC113331.9
ENSG00000205494.9,transcribed_unprocessed_pseudogene,OR52A4P
ENSG00000171944.1,protein_coding,OR52A5
ENSG00000182070.4,protein_coding,OR52A1
ENSG00000176752.6,unitary_pseudogene,OR51A1P
ENSG00000176748.5,polymorphic_pseudogene,OR52Z1
ENSG00000176742.1,protein_coding,OR51V1
ENSG00000224091.1,antisense,AC104389.16
ENSG00000221031.1,ribozyme,CoTC_ribozyme
ENSG00000244734.3,protein_coding,HBB
ENSG00000223609.7,protein_coding,HBD
ENSG00000229988.1,transcribed_unprocessed_pseudogene,HBBP1
ENSG00000260629.1,sense_overlapping,BGLT3
ENSG00000213934.6,protein_coding,HBG1
ENSG00000196565.13,protein_coding,HBG2
ENSG00000213931.5,protein_coding,HBE1
ENSG00000229093.1,unprocessed_pseudogene,OR51AB1P
ENSG00000183251.3,protein_coding,OR51B4
ENSG00000167355.7,processed_transcript,AC104389.28
ENSG00000223735.1,unprocessed_pseudogene,OR51B3P
ENSG00000279012.2,polymorphic_pseudogene,OR51B2
ENSG00000236359.1,unprocessed_pseudogene,OR51B8P
ENSG00000242180.3,protein_coding,OR51B5
ENSG00000176239.7,protein_coding,OR51B6
ENSG00000230087.1,processed_pseudogene,AC104389.31
ENSG00000236248.1,processed_pseudogene,AC104389.32
ENSG00000184698.4,protein_coding,OR51M1
ENSG00000184321.1,protein_coding,OR51J1
ENSG00000167360.4,protein_coding,OR51Q1
ENSG00000248424.1,unitary_pseudogene,OR51K1P
ENSG00000167359.8,protein_coding,OR51I1
ENSG00000187918.4,protein_coding,OR51I2
ENSG00000230484.2,unitary_pseudogene,OR51A10P
ENSG00000181609.5,protein_coding,OR52D1
ENSG00000175520.8,protein_coding,UBQLN3
ENSG00000175518.6,protein_coding,UBQLNL
ENSG00000224295.2,unprocessed_pseudogene,OLFM5P
ENSG00000249633.1,unprocessed_pseudogene,OR52V1P
ENSG00000181616.8,protein_coding,OR52H1
ENSG00000248553.1,unitary_pseudogene,OR52H2P
ENSG00000231049.1,unprocessed_pseudogene,OR52B5P
ENSG00000233646.1,unprocessed_pseudogene,OR52T1P
ENSG00000229534.1,processed_pseudogene,HNRNPA1P53
ENSG00000239920.1,antisense,AC015691.13
ENSG00000187747.2,protein_coding,OR52B6
ENSG00000121236.20,protein_coding,TRIM6
ENSG00000258659.6,protein_coding,TRIM34
ENSG00000132256.18,protein_coding,TRIM5
ENSG00000132274.15,protein_coding,TRIM22
ENSG00000232381.1,unitary_pseudogene,OR52U1P
ENSG00000181109.3,unitary_pseudogene,OR52P1P
ENSG00000181023.6,protein_coding,OR56B1
ENSG00000181074.3,protein_coding,OR52N4
ENSG00000181017.4,unprocessed_pseudogene,OR56B2P
ENSG00000181009.4,protein_coding,OR52N5
ENSG00000181001.1,protein_coding,OR52N1
ENSG00000236965.4,unitary_pseudogene,OR52N3P
ENSG00000180988.2,protein_coding,OR52N2
ENSG00000205409.3,protein_coding,OR52E6
ENSG00000183269.5,protein_coding,OR52E8
ENSG00000233563.1,unprocessed_pseudogene,OR52E7P
ENSG00000180974.3,protein_coding,OR52E4
ENSG00000277932.1,protein_coding,OR52E5
ENSG00000277514.1,unprocessed_pseudogene,OR52Q1P
ENSG00000255257.1,lincRNA,AC025016.1
ENSG00000184478.6,protein_coding,OR56A3
ENSG00000188691.5,protein_coding,OR56A5
ENSG00000183313.4,protein_coding,OR52L1
ENSG00000254831.1,processed_pseudogene,KRT18P58
ENSG00000183389.4,protein_coding,OR56A4
ENSG00000202147.1,rRNA,RNA5SP329
ENSG00000180934.5,protein_coding,OR56A1
ENSG00000255481.2,unprocessed_pseudogene,OR56A7P
ENSG00000262980.1,unprocessed_pseudogene,OR52L2P
ENSG00000234895.1,unitary_pseudogene,OR52X1P
ENSG00000180919.3,protein_coding,OR56B4
ENSG00000254444.1,sense_overlapping,RP11-290F24.3
ENSG00000180913.3,unprocessed_pseudogene,OR56B3P
ENSG00000180909.2,unprocessed_pseudogene,OR52B1P
ENSG00000255307.1,protein_coding,OR52B2
ENSG00000175485.2,protein_coding,OR52W1
ENSG00000267940.1,lincRNA,RP11-290F24.6
ENSG00000180878.2,protein_coding,C11orf42
ENSG00000051009.10,protein_coding,FAM160A2
ENSG00000132259.12,protein_coding,CNGA4
ENSG00000110148.9,protein_coding,CCKBR
ENSG00000270435.1,processed_pseudogene,RP11-304C12.4
ENSG00000170955.9,protein_coding,PRKCDBP
ENSG00000282556.1,lincRNA,RP11-304C12.5
ENSG00000254443.1,lincRNA,RP11-304C12.3
ENSG00000166311.9,protein_coding,SMPD1
ENSG00000166313.18,protein_coding,APBB1
ENSG00000110169.10,protein_coding,HPX
ENSG00000110171.19,protein_coding,TRIM3
ENSG00000132254.12,protein_coding,ARFIP2
ENSG00000132286.11,protein_coding,TIMM10B
ENSG00000254595.1,processed_pseudogene,CTD-2010I16.1
ENSG00000179532.12,protein_coding,DNHD1
ENSG00000132275.10,protein_coding,RRP8
ENSG00000254400.1,antisense,RP11-732A19.8
ENSG00000166333.13,protein_coding,ILK
ENSG00000166337.9,protein_coding,TAF10
ENSG00000254641.1,sense_overlapping,RP11-732A19.2
ENSG00000166340.15,protein_coding,TPP1
ENSG00000255680.1,antisense,RP11-732A19.9
ENSG00000166341.7,protein_coding,DCHS1
ENSG00000255410.1,antisense,RP11-732A19.6
ENSG00000158042.8,protein_coding,MRPL17
ENSG00000241678.1,processed_pseudogene,RP11-732A19.1
ENSG00000254838.5,transcribed_unprocessed_pseudogene,GVINP1
ENSG00000254781.1,processed_pseudogene,GVINP2
ENSG00000188124.2,protein_coding,OR2AG2
ENSG00000279486.4,protein_coding,OR2AG1
ENSG00000184933.4,protein_coding,OR6A2
ENSG00000283415.1,lincRNA,RP11-413N10.3
ENSG00000254712.1,processed_pseudogene,RP11-560B16.5
ENSG00000166363.5,protein_coding,OR10A5
ENSG00000170790.4,protein_coding,OR10A2
ENSG00000170782.3,protein_coding,OR10A4
ENSG00000166368.2,protein_coding,OR2D2
ENSG00000178358.4,protein_coding,OR2D3
ENSG00000149054.15,protein_coding,ZNF215
ENSG00000149050.9,protein_coding,ZNF214
ENSG00000158077.4,protein_coding,NLRP14
ENSG00000170748.6,protein_coding,RBMXL2
ENSG00000255179.1,lincRNA,RP11-324J3.1
ENSG00000221703.1,miRNA,MIR302E
ENSG00000170743.16,protein_coding,SYT9
ENSG00000251364.6,antisense,CTD-2516F10.2
ENSG00000183801.7,protein_coding,OLFML1
ENSG00000166387.11,protein_coding,PPFIBP2
ENSG00000254864.1,antisense,CTD-2516F10.4
ENSG00000166394.14,protein_coding,CYB5R2
ENSG00000183378.11,protein_coding,OVCH2
ENSG00000275612.1,sense_intronic,RP11-35J10.6
ENSG00000276668.1,sense_intronic,RP11-35J10.7
ENSG00000254707.1,antisense,RP11-35J10.4
ENSG00000176716.4,unprocessed_pseudogene,OR10AB1P
ENSG00000227892.1,unprocessed_pseudogene,OR5P4P
ENSG00000254951.7,sense_overlapping,RP11-494M8.4
ENSG00000166408.4,unprocessed_pseudogene,OR5P1P
ENSG00000241008.1,processed_pseudogene,RP11-494M8.1
ENSG00000183303.2,protein_coding,OR5P2
ENSG00000182334.1,protein_coding,OR5P3
ENSG00000170688.4,unprocessed_pseudogene,OR5E1P
ENSG00000252769.1,snRNA,RNU6-943P
ENSG00000279000.2,polymorphic_pseudogene,OR10A6
ENSG00000170683.5,protein_coding,OR10A3
ENSG00000182261.3,protein_coding,NLRP10
ENSG00000175390.13,protein_coding,EIF3F
ENSG00000254642.1,processed_pseudogene,COX6CP5
ENSG00000255420.1,antisense,CASC23
ENSG00000166402.8,protein_coding,TUB
ENSG00000254921.1,antisense,RP11-236J17.6
ENSG00000248332.6,sense_intronic,TUB-AS1
ENSG00000279391.1,TEC,RP11-236J17.7
ENSG00000166405.14,protein_coding,RIC3
ENSG00000246820.2,lincRNA,RP11-379P15.1
ENSG00000166407.13,protein_coding,LMO1
ENSG00000130413.15,protein_coding,STK33
ENSG00000252778.1,scaRNA,SCARNA20
ENSG00000166436.15,protein_coding,TRIM66
ENSG00000254900.1,antisense,RP11-152H18.4
ENSG00000166441.12,protein_coding,RPL27A
ENSG00000200983.1,snoRNA,SNORA3A
ENSG00000212607.1,snoRNA,SNORA3B
ENSG00000166444.18,protein_coding,ST5
ENSG00000255159.1,antisense,RP11-318C2.1
ENSG00000252905.1,rRNA,RNA5SP330
ENSG00000202276.1,misc_RNA,Y_RNA
ENSG00000166452.11,protein_coding,AKIP1
ENSG00000176029.13,protein_coding,C11orf16
ENSG00000176009.3,protein_coding,ASCL3
ENSG00000223080.1,misc_RNA,Y_RNA
ENSG00000175348.10,protein_coding,TMEM9B
ENSG00000254860.5,antisense,TMEM9B-AS1
ENSG00000175352.10,protein_coding,NRIP3
ENSG00000253973.2,antisense,RP11-467K18.2
ENSG00000175356.12,protein_coding,SCUBE2
ENSG00000264984.1,miRNA,MIR5691
ENSG00000213538.5,processed_pseudogene,KRT8P41
ENSG00000184014.7,protein_coding,DENND5A
ENSG00000255097.1,sense_intronic,RP11-5L12.1
ENSG00000273725.1,misc_RNA,Metazoa_SRP
ENSG00000166471.10,protein_coding,TMEM41B
ENSG00000254884.1,processed_pseudogene,PRR13P2
ENSG00000205339.9,protein_coding,IPO7
ENSG00000201998.1,snoRNA,SNORA23
ENSG00000254397.1,antisense,CTD-2371O3.2
ENSG00000268403.2,antisense,CTD-2371O3.3
ENSG00000166478.9,protein_coding,ZNF143
ENSG00000166483.10,protein_coding,WEE1
ENSG00000238387.1,snoRNA,snoU13
ENSG00000243964.1,processed_pseudogene,RPL23AP65
ENSG00000255463.1,processed_pseudogene,RP11-16F15.4
ENSG00000239470.3,processed_pseudogene,RP11-16F15.2
ENSG00000133789.14,protein_coding,SWAP70
ENSG00000201564.1,misc_RNA,RN7SKP50
ENSG00000245522.2,lincRNA,RP11-540A21.2
ENSG00000246273.6,antisense,SBF2-AS1
ENSG00000133812.15,protein_coding,SBF2
ENSG00000255476.1,antisense,RP11-1H15.2
ENSG00000252568.1,snRNA,RNU7-28P
ENSG00000254765.1,processed_pseudogene,RP11-1H15.1
ENSG00000254865.1,antisense,RP11-748C4.1
ENSG00000254719.1,processed_pseudogene,RP11-351I24.3
ENSG00000254554.1,antisense,RP11-351I24.1
ENSG00000148926.9,protein_coding,ADM
ENSG00000133805.15,protein_coding,AMPD3
ENSG00000221574.1,snRNA,RNU6ATAC33P
ENSG00000255823.4,protein_coding,MTRNR2L8
ENSG00000110315.6,protein_coding,RNF141
ENSG00000177112.7,antisense,MRVI1-AS1
ENSG00000133800.8,protein_coding,LYVE1
ENSG00000072952.18,protein_coding,MRVI1
ENSG00000206858.1,misc_RNA,Y_RNA
ENSG00000198730.7,protein_coding,CTR9
ENSG00000255125.1,antisense,RP11-685M7.5
ENSG00000110321.16,protein_coding,EIF4G2
ENSG00000246308.1,antisense,RP11-685M7.3
ENSG00000236287.7,protein_coding,ZBED5
ENSG00000247271.6,antisense,ZBED5-AS1
ENSG00000250041.2,lincRNA,CTD-2003C8.2
ENSG00000254401.1,lincRNA,RP11-179A10.1
ENSG00000254957.1,processed_pseudogene,RP11-179A10.2
ENSG00000270897.1,processed_pseudogene,RP11-179A10.3
ENSG00000255123.1,processed_pseudogene,MTND5P21
ENSG00000255260.1,lincRNA,CTD-3224I3.3
ENSG00000110328.5,protein_coding,GALNT18
ENSG00000254598.2,protein_coding,CSNK2A3
ENSG00000255462.1,antisense,RP11-483L5.1
ENSG00000266645.1,miRNA,MIR4299
ENSG00000280288.1,TEC,RP11-756D7.2
ENSG00000255309.1,processed_pseudogene,RP11-756D7.1
ENSG00000278529.1,miRNA,MIR8070
ENSG00000170242.17,protein_coding,USP47
ENSG00000255492.1,processed_pseudogene,CTD-2381F24.1
ENSG00000050165.17,protein_coding,DKK3
ENSG00000254486.1,lincRNA,RP13-631K18.2
ENSG00000254991.1,lincRNA,RP13-631K18.3
ENSG00000255400.1,lincRNA,RP13-631K18.5
ENSG00000133816.13,protein_coding,MICAL2
ENSG00000275373.1,miRNA,MIR6124
ENSG00000133808.4,protein_coding,MICALCL
ENSG00000254983.1,sense_intronic,RP11-573E11.2
ENSG00000197702.11,protein_coding,PARVA
ENSG00000254847.1,lincRNA,RP11-51B23.3
ENSG00000187079.16,protein_coding,TEAD1
ENSG00000254688.1,antisense,RP11-47J17.3
ENSG00000255067.1,sense_intronic,RP11-47J17.1
ENSG00000252329.1,scaRNA,SCARNA16
ENSG00000203258.3,antisense,RP11-47J17.2
ENSG00000251381.7,lincRNA,LINC00958
ENSG00000254670.1,lincRNA,CTC-497E21.3
ENSG00000189431.7,protein_coding,RASSF10
ENSG00000255558.1,lincRNA,CTC-497E21.5
ENSG00000255018.1,processed_pseudogene,RP11-413N13.1
ENSG00000133794.17,protein_coding,ARNTL
ENSG00000222162.1,misc_RNA,RN7SKP151
ENSG00000148925.10,protein_coding,BTBD10
ENSG00000254583.1,processed_pseudogene,RP11-15D14.1
ENSG00000255401.1,unprocessed_pseudogene,RP11-15D14.2
ENSG00000152266.6,protein_coding,PTH
ENSG00000228901.3,processed_pseudogene,HMGN2P36
ENSG00000197601.12,protein_coding,FAR1
ENSG00000254791.1,sense_intronic,FAR1-IT1
ENSG00000240454.1,processed_pseudogene,RPL39P26
ENSG00000200685.1,misc_RNA,Y_RNA
ENSG00000255075.1,processed_pseudogene,CENPUP1
ENSG00000255088.1,processed_pseudogene,RP11-23B7.4
ENSG00000255411.1,lincRNA,RP11-98J9.1
ENSG00000254927.1,lincRNA,RP11-98J9.2
ENSG00000254930.1,lincRNA,RP11-98J9.3
ENSG00000201856.1,rRNA,RNA5SP331
ENSG00000254438.1,lincRNA,RP11-231N3.1
ENSG00000262655.3,protein_coding,SPON1
ENSG00000212365.1,rRNA,RNA5SP332
ENSG00000254418.1,antisense,RP11-21L19.1
ENSG00000133818.13,protein_coding,RRAS2
ENSG00000255074.1,processed_pseudogene,RP11-140L24.3
ENSG00000129083.12,protein_coding,COPB1
ENSG00000251991.1,snRNA,RNU7-49P
ENSG00000129084.17,protein_coding,PSMA1
ENSG00000152270.8,protein_coding,PDE3B
ENSG00000255040.1,processed_pseudogene,RP11-677N16.1
ENSG00000186104.10,protein_coding,CYP2R1
ENSG00000175868.13,protein_coding,CALCB
ENSG00000253179.1,unprocessed_pseudogene,CALCP
ENSG00000110680.12,protein_coding,CALCA
ENSG00000250640.2,unprocessed_pseudogene,OR7E41P
ENSG00000188487.11,protein_coding,INSC
ENSG00000253072.1,snoRNA,snoMBII-202
ENSG00000254946.1,lincRNA,RP11-531H8.1
ENSG00000254789.2,lincRNA,RP11-531H8.2
ENSG00000254695.1,lincRNA,RP11-396O20.1
ENSG00000254645.1,lincRNA,RP11-396O20.2
ENSG00000254661.2,lincRNA,RP11-222N13.1
ENSG00000110693.17,protein_coding,SOX6
ENSG00000254878.1,antisense,CTD-3096P4.1
ENSG00000213785.3,processed_pseudogene,AKR1B1P3
ENSG00000241943.2,misc_RNA,RN7SL188P
ENSG00000110696.9,protein_coding,C11orf58
ENSG00000166689.15,protein_coding,PLEKHA7
ENSG00000199883.1,misc_RNA,RN7SKP90
ENSG00000244398.1,processed_pseudogene,RP11-466H18.1
ENSG00000184669.7,transcribed_unprocessed_pseudogene,OR7E14P
ENSG00000110700.6,protein_coding,RPS13
ENSG00000272034.1,snoRNA,SNORD14A
ENSG00000201403.1,snoRNA,SNORD14B
ENSG00000011405.13,protein_coding,PIK3C2A
ENSG00000201586.1,snRNA,RNU6-593P
ENSG00000240808.1,processed_pseudogene,CTD-3236F5.1
ENSG00000213779.4,processed_pseudogene,RP11-452G18.1
ENSG00000070081.15,protein_coding,NUCB2
ENSG00000197149.5,processed_pseudogene,RP11-452G18.2
ENSG00000188211.8,protein_coding,NCR3LG1
ENSG00000260196.1,antisense,RP1-239B22.5
ENSG00000187486.5,protein_coding,KCNJ11
ENSG00000006071.12,protein_coding,ABCC8
ENSG00000255035.2,processed_pseudogene,SDHCP4
ENSG00000006611.15,protein_coding,USH1C
ENSG00000188162.10,protein_coding,OTOG
ENSG00000254586.1,lincRNA,RP11-358H18.3
ENSG00000255335.1,antisense,RP11-358H18.2
ENSG00000129152.3,protein_coding,MYOD1
ENSG00000129159.7,protein_coding,KCNC1
ENSG00000129158.10,protein_coding,SERGEF
ENSG00000129167.9,protein_coding,TPH1
ENSG00000166788.9,protein_coding,SAAL1
ENSG00000255254.1,processed_pseudogene,HIGD1AP5
ENSG00000166787.3,transcribed_unprocessed_pseudogene,SAA3P
ENSG00000179826.6,protein_coding,MRGPRX3
ENSG00000255470.1,lincRNA,RP11-113D6.6
ENSG00000254857.1,processed_pseudogene,RP11-113D6.3
ENSG00000179817.5,protein_coding,MRGPRX4
ENSG00000255138.1,processed_pseudogene,GLTPP1
ENSG00000254546.1,processed_pseudogene,RP11-113D6.9
ENSG00000189332.5,transcribed_unprocessed_pseudogene,RP11-113D6.10
ENSG00000148965.9,protein_coding,SAA4
ENSG00000134339.8,protein_coding,SAA2
ENSG00000200336.1,rRNA,RNA5SP333
ENSG00000212789.4,processed_pseudogene,ST13P5
ENSG00000173432.10,protein_coding,SAA1
ENSG00000201695.1,rRNA,RNA5SP334
ENSG00000110756.17,protein_coding,HPS5
ENSG00000110768.11,protein_coding,GTF2H1
ENSG00000264603.1,miRNA,MIR3159
ENSG00000134333.13,protein_coding,LDHA
ENSG00000256006.1,sense_intronic,AC084117.3
ENSG00000166796.11,protein_coding,LDHC
ENSG00000256734.1,processed_pseudogene,RP11-613F22.7
ENSG00000166800.9,protein_coding,LDHAL6A
ENSG00000074319.12,protein_coding,TSG101
ENSG00000256464.1,processed_pseudogene,YWHABP2
ENSG00000256588.1,sense_intronic,RP11-613F22.8
ENSG00000256361.1,processed_pseudogene,RP11-613F22.6
ENSG00000151116.16,protein_coding,UEVLD
ENSG00000274589.1,misc_RNA,Metazoa_SRP
ENSG00000247595.4,protein_coding,SPTY2D1-AS1
ENSG00000256282.1,transcribed_processed_pseudogene,RP11-504G3.4
ENSG00000279837.1,TEC,RP11-504G3.2
ENSG00000179119.14,protein_coding,SPTY2D1
ENSG00000257043.1,processed_pseudogene,RP11-137N23.1
ENSG00000151117.8,protein_coding,TMEM86A
ENSG00000179057.13,protein_coding,IGSF22
ENSG00000254966.1,antisense,RP11-1081L13.4
ENSG00000110786.17,protein_coding,PTPN5
ENSG00000276789.1,processed_pseudogene,RP11-1081L13.5
ENSG00000254529.1,unprocessed_pseudogene,RP11-583F24.7
ENSG00000255511.1,processed_pseudogene,RP11-1081L13.3
ENSG00000254541.1,unprocessed_pseudogene,RP11-583F24.6
ENSG00000255536.1,unprocessed_pseudogene,RP11-583F24.5
ENSG00000170255.7,protein_coding,MRGPRX1
ENSG00000255244.1,antisense,RP11-583F24.8
ENSG00000254738.1,unprocessed_pseudogene,RP11-583F24.4
ENSG00000254720.1,unprocessed_pseudogene,RP11-583F24.3
ENSG00000255424.1,unprocessed_pseudogene,RP11-589F4.2
ENSG00000183695.2,protein_coding,MRGPRX2
ENSG00000177054.13,protein_coding,ZDHHC13
ENSG00000129170.8,protein_coding,CSRP3
ENSG00000255308.1,antisense,RP11-428C19.4
ENSG00000129173.12,protein_coding,E2F8
ENSG00000254544.1,processed_pseudogene,PCNAP4
ENSG00000255160.5,lincRNA,RP11-428C19.5
ENSG00000166833.19,protein_coding,NAV2
ENSG00000255270.1,sense_intronic,NAV2-IT1
ENSG00000200687.1,rRNA,RNA5SP335
ENSG00000255043.1,antisense,NAV2-AS5
ENSG00000254622.1,antisense,NAV2-AS4
ENSG00000265210.1,miRNA,MIR4486
ENSG00000207407.1,snoRNA,SNORA1
ENSG00000270607.1,lincRNA,RP11-359E10.1
ENSG00000264309.1,miRNA,MIR4694
ENSG00000254542.1,antisense,NAV2-AS3
ENSG00000254453.1,antisense,NAV2-AS2
ENSG00000279266.1,TEC,RP11-371I20.2
ENSG00000109851.6,protein_coding,DBX1
ENSG00000109854.13,protein_coding,HTATIP2
ENSG00000185238.12,protein_coding,PRMT3
ENSG00000255291.2,processed_pseudogene,HMGB1P40
ENSG00000165970.11,protein_coding,SLC6A5
ENSG00000165973.18,protein_coding,NELL1
ENSG00000254906.1,antisense,RP11-701I24.3
ENSG00000201059.1,rRNA,RNA5SP336
ENSG00000254816.1,processed_pseudogene,RP11-670N15.2
ENSG00000255167.1,antisense,RP11-670N15.1
ENSG00000225477.3,processed_pseudogene,CTD-2302A16.2
ENSG00000252816.1,rRNA,RNA5SP337
ENSG00000254820.1,lincRNA,CTD-2019O4.1
ENSG00000171714.10,protein_coding,ANO5
ENSG00000255372.1,antisense,CTD-3064C13.1
ENSG00000254768.5,antisense,CTD-2140G10.2
ENSG00000091664.7,protein_coding,SLC17A6
ENSG00000254540.1,antisense,CTD-2140G10.4
ENSG00000255323.5,lincRNA,LINC01495
ENSG00000255357.1,lincRNA,RP11-34N19.1
ENSG00000183161.4,protein_coding,FANCF
ENSG00000148935.10,protein_coding,GAS2
ENSG00000222427.1,rRNA,RNA5SP338
ENSG00000198168.8,protein_coding,SVIP
ENSG00000246225.6,antisense,RP11-17A1.3
ENSG00000255359.2,protein_coding,CCDC179
ENSG00000255418.5,lincRNA,RP11-266A24.1
ENSG00000271491.1,processed_pseudogene,RP11-787P24.4
ENSG00000255293.1,processed_pseudogene,WIZP1
ENSG00000275868.1,miRNA,MIR8054
ENSG00000254564.1,processed_pseudogene,RP11-787P24.2
ENSG00000254465.1,processed_pseudogene,THAP12P4
ENSG00000240881.1,processed_pseudogene,RP11-713P14.1
ENSG00000255193.1,lincRNA,RP11-945A11.1
ENSG00000254861.1,lincRNA,RP11-945A11.2
ENSG00000252519.1,snRNA,RNU6-783P
ENSG00000277803.1,processed_pseudogene,RP11-747E23.1
ENSG00000254594.5,lincRNA,RP11-2F20.1
ENSG00000207252.1,misc_RNA,Y_RNA
ENSG00000187398.11,protein_coding,LUZP2
ENSG00000255489.1,processed_pseudogene,CTC-830E23.1
ENSG00000255368.1,processed_pseudogene,RP11-54J7.2
ENSG00000240298.3,processed_pseudogene,RPL36AP40
ENSG00000255454.1,processed_pseudogene,RP11-46P12.1
ENSG00000254456.5,lincRNA,RP11-405K6.1
ENSG00000254754.1,lincRNA,RP11-20J1.1
ENSG00000255086.1,processed_pseudogene,RP11-336F14.1
ENSG00000255243.1,lincRNA,CTD-2507G9.1
