case_id,slide_id,label,tissue,tissue_idx
GTEX-13S7M,GTEX-13S7M-3025,gen_exp,BrainCerebellum,4.0
GTEX-132QS,GTEX-132QS-0925,gen_exp,Pancreas,23.0
GTEX-Z9EW,GTEX-Z9EW-0125,gen_exp,Aorta,2.0
GTEX-12WSD,GTEX-12WSD-2325,gen_exp,Stomach,30.0
GTEX-1CAMQ,GTEX-1CAMQ-1425,gen_exp,Liver,17.0
GTEX-1GMR2,GTEX-1GMR2-0125,gen_exp,Lung,18.0
GTEX-147F4,GTEX-147F4-1225,gen_exp,Heart,13.0
GTEX-1EH9U,GTEX-1EH9U-2625,gen_exp,Testis,32.0
GTEX-18QFQ,GTEX-18QFQ-0325,gen_exp,SkeletalMuscle,27.0
GTEX-1QPFJ,GTEX-1QPFJ-2625,gen_exp,Ileum,14.0
GTEX-ZYFD,GTEX-ZYFD-2225,gen_exp,SigmoidColon,26.0
GTEX-13111,GTEX-13111-0125,gen_exp,Spleen,29.0
GTEX-14PHW,GTEX-14PHW-0125,gen_exp,Skin,28.0
GTEX-1O9I2,GTEX-1O9I2-1225,gen_exp,ThyroidGland,33.0
GTEX-17HHY,GTEX-17HHY-0425,gen_exp,SuprapubicSkin,31.0
GTEX-15CHR,GTEX-15CHR-1225,gen_exp,Prostate,25.0
GTEX-11DXX,GTEX-11DXX-1225,gen_exp,GastroesophagealJunction,12.0
GTEX-YB5K,GTEX-YB5K-0325,gen_exp,Aorta,2.0
GTEX-1AX8Z,GTEX-1AX8Z-0725,gen_exp,SuprapubicSkin,31.0
GTEX-XUW1,GTEX-XUW1-0525,gen_exp,AdiposeTissue,0.0
GTEX-183FY,GTEX-183FY-1125,gen_exp,MammaryTissueBreast,19.0
GTEX-ZDTT,GTEX-ZDTT-1325,gen_exp,EsophagusMucosa,10.0
GTEX-1GF9X,GTEX-1GF9X-1325,gen_exp,SuprapubicSkin,31.0
GTEX-1I4MK,GTEX-1I4MK-2325,gen_exp,SkeletalMuscle,27.0
GTEX-1H1DG,GTEX-1H1DG-0325,gen_exp,SkeletalMuscle,27.0
GTEX-14BIL,GTEX-14BIL-1225,gen_exp,Lung,18.0
GTEX-13D11,GTEX-13D11-0825,gen_exp,Colon,6.0
GTEX-ZTPG,GTEX-ZTPG-1425,gen_exp,Liver,17.0
GTEX-16NPX,GTEX-16NPX-0625,gen_exp,SkeletalMuscle,27.0
GTEX-1PDJ9,GTEX-1PDJ9-1125,gen_exp,MammaryTissueBreast,19.0
GTEX-1A3MV,GTEX-1A3MV-2125,gen_exp,AdiposeTissue,0.0
GTEX-1GZ4I,GTEX-1GZ4I-1025,gen_exp,Heart,13.0
GTEX-1S5ZA,GTEX-1S5ZA-0325,gen_exp,TibialNerve,35.0
GTEX-UPK5,GTEX-UPK5-1325,gen_exp,EsophagusMuscularis,11.0
GTEX-148VI,GTEX-148VI-1025,gen_exp,EsophagusMucosa,10.0
GTEX-RVPV,GTEX-RVPV-1225,gen_exp,ThyroidGland,33.0
GTEX-1MUQO,GTEX-1MUQO-0425,gen_exp,TibialArtery,34.0
GTEX-WHWD,GTEX-WHWD-0125,gen_exp,Spleen,29.0
GTEX-1399S,GTEX-1399S-1325,gen_exp,EsophagusMucosa,10.0
GTEX-1339X,GTEX-1339X-0425,gen_exp,Heart,13.0
GTEX-ZQG8,GTEX-ZQG8-0325,gen_exp,Lung,18.0
GTEX-13O21,GTEX-13O21-0925,gen_exp,Stomach,30.0
GTEX-1JJ6O,GTEX-1JJ6O-0725,gen_exp,Prostate,25.0
GTEX-1LVAO,GTEX-1LVAO-1225,gen_exp,Lung,18.0
GTEX-14C39,GTEX-14C39-1725,gen_exp,SuprapubicSkin,31.0
GTEX-1F48J,GTEX-1F48J-0125,gen_exp,Skin,28.0
GTEX-1PPGY,GTEX-1PPGY-0925,gen_exp,AtrialAppendage,3.0
GTEX-1GZHY,GTEX-1GZHY-3025,gen_exp,BrainCerebellum,4.0
GTEX-14JG1,GTEX-14JG1-0925,gen_exp,Lung,18.0
GTEX-16XZY,GTEX-16XZY-2125,gen_exp,Skin,28.0
GTEX-X4EP,GTEX-X4EP-3025,gen_exp,BrainCerebellum,4.0
GTEX-11I78,GTEX-11I78-0825,gen_exp,Heart,13.0
GTEX-Y3I4,GTEX-Y3I4-2225,gen_exp,AdiposeTissue,0.0
GTEX-OXRL,GTEX-OXRL-2625,gen_exp,ThyroidGland,33.0
GTEX-WOFM,GTEX-WOFM-1625,gen_exp,TibialNerve,35.0
GTEX-1C6VQ,GTEX-1C6VQ-0825,gen_exp,AtrialAppendage,3.0
GTEX-14E6E,GTEX-14E6E-2125,gen_exp,TibialArtery,34.0
GTEX-1F7RK,GTEX-1F7RK-1325,gen_exp,Aorta,2.0
GTEX-1IL2U,GTEX-1IL2U-2525,gen_exp,SigmoidColon,26.0
GTEX-QEG5,GTEX-QEG5-0325,gen_exp,AdiposeTissue,0.0
GTEX-16MT8,GTEX-16MT8-0525,gen_exp,AdiposeTissue,0.0
GTEX-1J8Q3,GTEX-1J8Q3-0925,gen_exp,Prostate,25.0
GTEX-14E1K,GTEX-14E1K-2325,gen_exp,SkeletalMuscle,27.0
GTEX-13RTK,GTEX-13RTK-0325,gen_exp,ThyroidGland,33.0
GTEX-T5JC,GTEX-T5JC-1625,gen_exp,KidneyMedulla,16.0
GTEX-1M4P7,GTEX-1M4P7-0825,gen_exp,Lung,18.0
GTEX-1I1GV,GTEX-1I1GV-0325,gen_exp,TibialArtery,34.0
GTEX-1J1R8,GTEX-1J1R8-1325,gen_exp,Testis,32.0
GTEX-U8XE,GTEX-U8XE-0525,gen_exp,TibialNerve,35.0
GTEX-S4UY,GTEX-S4UY-0725,gen_exp,MammaryTissueBreast,19.0
GTEX-117YW,GTEX-117YW-2425,gen_exp,SkeletalMuscle,27.0
GTEX-Y114,GTEX-Y114-2025,gen_exp,MammaryTissueBreast,19.0
GTEX-1CAMR,GTEX-1CAMR-1625,gen_exp,Prostate,25.0
GTEX-QDT8,GTEX-QDT8-2925,gen_exp,BrainCortex,5.0
GTEX-12WSM,GTEX-12WSM-2225,gen_exp,PituitaryGland,24.0
GTEX-1LKK1,GTEX-1LKK1-2925,gen_exp,MinorSalivaryGlands,20.0
GTEX-18A66,GTEX-18A66-0725,gen_exp,Testis,32.0
GTEX-11VI4,GTEX-11VI4-1125,gen_exp,SuprapubicSkin,31.0
GTEX-15DYW,GTEX-15DYW-1325,gen_exp,Liver,17.0
GTEX-13RTJ,GTEX-13RTJ-2625,gen_exp,TibialArtery,34.0
GTEX-WFG7,GTEX-WFG7-0625,gen_exp,CoronaryArtery,7.0
GTEX-1JMQI,GTEX-1JMQI-0225,gen_exp,Aorta,2.0
GTEX-ZDTS,GTEX-ZDTS-1325,gen_exp,Heart,13.0
GTEX-1J8JJ,GTEX-1J8JJ-0125,gen_exp,SkeletalMuscle,27.0
GTEX-ZPIC,GTEX-ZPIC-0225,gen_exp,ThyroidGland,33.0
GTEX-13OVL,GTEX-13OVL-2725,gen_exp,GastroesophagealJunction,12.0
GTEX-1A3MW,GTEX-1A3MW-0625,gen_exp,SuprapubicSkin,31.0
GTEX-17MFQ,GTEX-17MFQ-1325,gen_exp,Prostate,25.0
GTEX-11PRG,GTEX-11PRG-0925,gen_exp,Lung,18.0
GTEX-13QJ3,GTEX-13QJ3-0325,gen_exp,Skin,28.0
GTEX-1QW4Y,GTEX-1QW4Y-1525,gen_exp,Skin,28.0
GTEX-QVUS,GTEX-QVUS-0225,gen_exp,SkeletalMuscle,27.0
GTEX-1IDJE,GTEX-1IDJE-0325,gen_exp,Heart,13.0
GTEX-OXRK,GTEX-OXRK-1425,gen_exp,EsophagusMuscularis,11.0
GTEX-ZV7C,GTEX-ZV7C-0425,gen_exp,CoronaryArtery,7.0
GTEX-1MCQQ,GTEX-1MCQQ-2425,gen_exp,PituitaryGland,24.0
GTEX-ZAB4,GTEX-ZAB4-3125,gen_exp,PituitaryGland,24.0
GTEX-16XZZ,GTEX-16XZZ-0325,gen_exp,TibialNerve,35.0
GTEX-13OW5,GTEX-13OW5-0125,gen_exp,Skin,28.0
GTEX-12WSD,GTEX-12WSD-1625,gen_exp,Pancreas,23.0
GTEX-Y3I4,GTEX-Y3I4-1325,gen_exp,Ileum,14.0
GTEX-1E1VI,GTEX-1E1VI-0225,gen_exp,AdiposeTissue,0.0
GTEX-1RAZR,GTEX-1RAZR-0225,gen_exp,AdiposeTissue,0.0
GTEX-TSE9,GTEX-TSE9-0225,gen_exp,AdiposeTissue,0.0
GTEX-V955,GTEX-V955-1325,gen_exp,Stomach,30.0
GTEX-13RTK,GTEX-13RTK-0625,gen_exp,EsophagusMuscularis,11.0
GTEX-13NZA,GTEX-13NZA-1125,gen_exp,CoronaryArtery,7.0
GTEX-X15G,GTEX-X15G-1525,gen_exp,SigmoidColon,26.0
GTEX-1339X,GTEX-1339X-0525,gen_exp,Aorta,2.0
GTEX-131XG,GTEX-131XG-1925,gen_exp,Ovary,22.0
GTEX-14E1K,GTEX-14E1K-1825,gen_exp,Colon,6.0
GTEX-17F97,GTEX-17F97-2925,gen_exp,BrainCerebellum,4.0
GTEX-XUW1,GTEX-XUW1-1025,gen_exp,ThyroidGland,33.0
GTEX-1JN6P,GTEX-1JN6P-2825,gen_exp,Testis,32.0
GTEX-WYVS,GTEX-WYVS-2425,gen_exp,TibialNerve,35.0
GTEX-1IDJI,GTEX-1IDJI-0525,gen_exp,TibialNerve,35.0
GTEX-1HSMO,GTEX-1HSMO-2325,gen_exp,Prostate,25.0
GTEX-1C4CL,GTEX-1C4CL-0725,gen_exp,ThyroidGland,33.0
GTEX-PX3G,GTEX-PX3G-0325,gen_exp,Heart,13.0
GTEX-131XE,GTEX-131XE-0525,gen_exp,AtrialAppendage,3.0
GTEX-117YX,GTEX-117YX-2625,gen_exp,TibialArtery,34.0
GTEX-1F48J,GTEX-1F48J-2325,gen_exp,Ovary,22.0
GTEX-1MGNQ,GTEX-1MGNQ-0625,gen_exp,Aorta,2.0
GTEX-1HBPI,GTEX-1HBPI-1425,gen_exp,AdiposeTissue,0.0
GTEX-11ZTS,GTEX-11ZTS-3025,gen_exp,MinorSalivaryGlands,20.0
GTEX-XUW1,GTEX-XUW1-0225,gen_exp,Uterus,37.0
GTEX-ZGAY,GTEX-ZGAY-1725,gen_exp,MammaryTissueBreast,19.0
GTEX-13112,GTEX-13112-2825,gen_exp,Skin,28.0
GTEX-QCQG,GTEX-QCQG-0425,gen_exp,Pancreas,23.0
GTEX-ZP4G,GTEX-ZP4G-1725,gen_exp,Colon,6.0
GTEX-1CB4G,GTEX-1CB4G-1425,gen_exp,EsophagusMuscularis,11.0
GTEX-1HR9M,GTEX-1HR9M-0625,gen_exp,ThyroidGland,33.0
GTEX-17F9E,GTEX-17F9E-0225,gen_exp,SkeletalMuscle,27.0
GTEX-1C6VQ,GTEX-1C6VQ-1125,gen_exp,Heart,13.0
GTEX-14DAQ,GTEX-14DAQ-0325,gen_exp,SkeletalMuscle,27.0
GTEX-QEG5,GTEX-QEG5-0525,gen_exp,TibialNerve,35.0
GTEX-13JVG,GTEX-13JVG-1125,gen_exp,AtrialAppendage,3.0
GTEX-1QP29,GTEX-1QP29-1825,gen_exp,SuprapubicSkin,31.0
GTEX-13FHP,GTEX-13FHP-2425,gen_exp,Colon,6.0
GTEX-13PVQ,GTEX-13PVQ-0225,gen_exp,AdiposeTissue,0.0
GTEX-14BMU,GTEX-14BMU-1525,gen_exp,Colon,6.0
GTEX-U8XE,GTEX-U8XE-0425,gen_exp,AdiposeTissue,0.0
GTEX-1IDJC,GTEX-1IDJC-1625,gen_exp,MinorSalivaryGlands,20.0
GTEX-1QP28,GTEX-1QP28-0425,gen_exp,TibialArtery,34.0
GTEX-1IKJJ,GTEX-1IKJJ-1525,gen_exp,Liver,17.0
GTEX-1BAJH,GTEX-1BAJH-1825,gen_exp,KidneyCortex,15.0
GTEX-16YQH,GTEX-16YQH-0425,gen_exp,SkeletalMuscle,27.0
GTEX-1H1DF,GTEX-1H1DF-0325,gen_exp,TibialNerve,35.0
GTEX-13FXS,GTEX-13FXS-3125,gen_exp,BrainCortex,5.0
GTEX-QLQ7,GTEX-QLQ7-1625,gen_exp,Skin,28.0
GTEX-Y5V5,GTEX-Y5V5-0825,gen_exp,Lung,18.0
GTEX-1B8L1,GTEX-1B8L1-3125,gen_exp,PituitaryGland,24.0
GTEX-1GN1U,GTEX-1GN1U-0225,gen_exp,AdiposeTissue,0.0
GTEX-12WSL,GTEX-12WSL-2525,gen_exp,Skin,28.0
GTEX-13NZB,GTEX-13NZB-0625,gen_exp,Liver,17.0
GTEX-1EKGG,GTEX-1EKGG-1425,gen_exp,Omentum,21.0
GTEX-13U4I,GTEX-13U4I-1025,gen_exp,Aorta,2.0
GTEX-13N11,GTEX-13N11-1725,gen_exp,MammaryTissueBreast,19.0
GTEX-1F48J,GTEX-1F48J-2925,gen_exp,PituitaryGland,24.0
GTEX-11EQ9,GTEX-11EQ9-2125,gen_exp,SkeletalMuscle,27.0
GTEX-13S7M,GTEX-13S7M-0225,gen_exp,AdiposeTissue,0.0
GTEX-1QPFJ,GTEX-1QPFJ-0425,gen_exp,TibialArtery,34.0
GTEX-1JJ6O,GTEX-1JJ6O-2125,gen_exp,Heart,13.0
GTEX-1R7EU,GTEX-1R7EU-0925,gen_exp,EsophagusMuscularis,11.0
GTEX-15SB6,GTEX-15SB6-1225,gen_exp,Colon,6.0
GTEX-1314G,GTEX-1314G-1725,gen_exp,SkeletalMuscle,27.0
GTEX-1HB9E,GTEX-1HB9E-1825,gen_exp,KidneyCortex,15.0
GTEX-11DXZ,GTEX-11DXZ-2425,gen_exp,SkeletalMuscle,27.0
GTEX-1F52S,GTEX-1F52S-1325,gen_exp,Omentum,21.0
GTEX-ZDTT,GTEX-ZDTT-0525,gen_exp,Omentum,21.0
GTEX-1B996,GTEX-1B996-0325,gen_exp,SkeletalMuscle,27.0
GTEX-1S3DN,GTEX-1S3DN-0625,gen_exp,Aorta,2.0
GTEX-1R9PN,GTEX-1R9PN-1025,gen_exp,EsophagusMuscularis,11.0
GTEX-1F6I4,GTEX-1F6I4-3025,gen_exp,BrainCerebellum,4.0
GTEX-1B933,GTEX-1B933-2925,gen_exp,PituitaryGland,24.0
GTEX-R53T,GTEX-R53T-1325,gen_exp,Colon,6.0
GTEX-13D11,GTEX-13D11-1025,gen_exp,MammaryTissueBreast,19.0
GTEX-13OVK,GTEX-13OVK-1125,gen_exp,EsophagusMucosa,10.0
GTEX-1JMQK,GTEX-1JMQK-2925,gen_exp,BrainCerebellum,4.0
GTEX-1H1DG,GTEX-1H1DG-2725,gen_exp,Testis,32.0
GTEX-17GQL,GTEX-17GQL-2225,gen_exp,TibialArtery,34.0
GTEX-13U4I,GTEX-13U4I-1125,gen_exp,EsophagusMucosa,10.0
GTEX-1399Q,GTEX-1399Q-2425,gen_exp,SkeletalMuscle,27.0
GTEX-13X6J,GTEX-13X6J-3025,gen_exp,BrainCortex,5.0
GTEX-18D9A,GTEX-18D9A-1925,gen_exp,Skin,28.0
GTEX-QCQG,GTEX-QCQG-1825,gen_exp,AdiposeTissue,0.0
GTEX-XMD1,GTEX-XMD1-2825,gen_exp,BrainCerebellum,4.0
GTEX-131XH,GTEX-131XH-0125,gen_exp,SuprapubicSkin,31.0
GTEX-SN8G,GTEX-SN8G-0525,gen_exp,TibialArtery,34.0
GTEX-T5JC,GTEX-T5JC-0225,gen_exp,TibialArtery,34.0
GTEX-11EQ9,GTEX-11EQ9-0425,gen_exp,Spleen,29.0
GTEX-11DXZ,GTEX-11DXZ-0125,gen_exp,Liver,17.0
GTEX-15RJ7,GTEX-15RJ7-2425,gen_exp,SkeletalMuscle,27.0
GTEX-1HBPN,GTEX-1HBPN-0325,gen_exp,TibialNerve,35.0
GTEX-P4PQ,GTEX-P4PQ-0225,gen_exp,AdiposeTissue,0.0
GTEX-T6MN,GTEX-T6MN-0325,gen_exp,TibialNerve,35.0
GTEX-15CHQ,GTEX-15CHQ-1125,gen_exp,Omentum,21.0
GTEX-17MF6,GTEX-17MF6-0925,gen_exp,AtrialAppendage,3.0
GTEX-13D11,GTEX-13D11-0225,gen_exp,ThyroidGland,33.0
GTEX-18A7A,GTEX-18A7A-0825,gen_exp,ThyroidGland,33.0
GTEX-UJHI,GTEX-UJHI-1225,gen_exp,Ovary,22.0
GTEX-1269C,GTEX-1269C-2425,gen_exp,MammaryTissueBreast,19.0
GTEX-QVJO,GTEX-QVJO-0125,gen_exp,SkeletalMuscle,27.0
GTEX-183WM,GTEX-183WM-0225,gen_exp,AdiposeTissue,0.0
GTEX-13CF2,GTEX-13CF2-2525,gen_exp,Skin,28.0
GTEX-139T6,GTEX-139T6-2125,gen_exp,AdiposeTissue,0.0
GTEX-14PKV,GTEX-14PKV-0725,gen_exp,AdrenalGlands,1.0
GTEX-1I1GT,GTEX-1I1GT-1725,gen_exp,Stomach,30.0
GTEX-WH7G,GTEX-WH7G-1325,gen_exp,Colon,6.0
GTEX-14BMU,GTEX-14BMU-1925,gen_exp,Vagina,38.0
GTEX-1JKYN,GTEX-1JKYN-1125,gen_exp,ThyroidGland,33.0
GTEX-1EKGG,GTEX-1EKGG-0126,gen_exp,AdiposeTissue,0.0
GTEX-15DZA,GTEX-15DZA-0825,gen_exp,Ileum,14.0
GTEX-11EM3,GTEX-11EM3-1525,gen_exp,Colon,6.0
GTEX-P4PP,GTEX-P4PP-1725,gen_exp,TibialNerve,35.0
GTEX-RNOR,GTEX-RNOR-1425,gen_exp,Liver,17.0
GTEX-15EOM,GTEX-15EOM-0525,gen_exp,TibialArtery,34.0
GTEX-1QP2A,GTEX-1QP2A-0325,gen_exp,TibialNerve,35.0
GTEX-ZAJG,GTEX-ZAJG-0525,gen_exp,SkeletalMuscle,27.0
GTEX-TSE9,GTEX-TSE9-0425,gen_exp,TibialArtery,34.0
GTEX-1H1DG,GTEX-1H1DG-2925,gen_exp,BrainCortex,5.0
GTEX-XQ8I,GTEX-XQ8I-0925,gen_exp,SuprapubicSkin,31.0
GTEX-144GL,GTEX-144GL-2025,gen_exp,MammaryTissueBreast,19.0
GTEX-14C38,GTEX-14C38-1225,gen_exp,CoronaryArtery,7.0
GTEX-111VG,GTEX-111VG-2225,gen_exp,Colon,6.0
GTEX-133LE,GTEX-133LE-0925,gen_exp,Omentum,21.0
GTEX-1HCVE,GTEX-1HCVE-2525,gen_exp,Colon,6.0
GTEX-14E6C,GTEX-14E6C-0425,gen_exp,Heart,13.0
GTEX-1I19N,GTEX-1I19N-0425,gen_exp,AdiposeTissue,0.0
GTEX-1AMEY,GTEX-1AMEY-0825,gen_exp,SuprapubicSkin,31.0
GTEX-P78B,GTEX-P78B-0925,gen_exp,Lung,18.0
GTEX-11XUK,GTEX-11XUK-0625,gen_exp,Pancreas,23.0
GTEX-SUCS,GTEX-SUCS-0925,gen_exp,Stomach,30.0
GTEX-11TUW,GTEX-11TUW-2725,gen_exp,Skin,28.0
GTEX-15SHW,GTEX-15SHW-1225,gen_exp,Heart,13.0
GTEX-1J1R8,GTEX-1J1R8-1825,gen_exp,MinorSalivaryGlands,20.0
GTEX-1GL5R,GTEX-1GL5R-1725,gen_exp,SigmoidColon,26.0
GTEX-ZVT2,GTEX-ZVT2-2025,gen_exp,Pancreas,23.0
GTEX-1HSMP,GTEX-1HSMP-0125,gen_exp,Skin,28.0
GTEX-1GF9W,GTEX-1GF9W-2025,gen_exp,Prostate,25.0
GTEX-WYVS,GTEX-WYVS-2025,gen_exp,MinorSalivaryGlands,20.0
GTEX-1N2EE,GTEX-1N2EE-1525,gen_exp,Omentum,21.0
GTEX-12ZZX,GTEX-12ZZX-0125,gen_exp,Skin,28.0
GTEX-1AMFI,GTEX-1AMFI-0625,gen_exp,AdrenalGlands,1.0
GTEX-1GF9U,GTEX-1GF9U-0525,gen_exp,AtrialAppendage,3.0
GTEX-ZXG5,GTEX-ZXG5-0125,gen_exp,Skin,28.0
GTEX-1JK1U,GTEX-1JK1U-1225,gen_exp,Ileum,14.0
GTEX-14DAR,GTEX-14DAR-1525,gen_exp,Colon,6.0
GTEX-14BIL,GTEX-14BIL-0425,gen_exp,TibialNerve,35.0
GTEX-T5JC,GTEX-T5JC-0825,gen_exp,Lung,18.0
GTEX-QLQW,GTEX-QLQW-0225,gen_exp,AdrenalGlands,1.0
GTEX-1JKYR,GTEX-1JKYR-1625,gen_exp,Testis,32.0
GTEX-WVJS,GTEX-WVJS-0825,gen_exp,Lung,18.0
GTEX-12WSK,GTEX-12WSK-0525,gen_exp,AtrialAppendage,3.0
GTEX-ZU9S,GTEX-ZU9S-0225,gen_exp,Skin,28.0
GTEX-XMD2,GTEX-XMD2-2125,gen_exp,SuprapubicSkin,31.0
GTEX-1GN1W,GTEX-1GN1W-0125,gen_exp,ThyroidGland,33.0
GTEX-14E6E,GTEX-14E6E-1725,gen_exp,SigmoidColon,26.0
GTEX-ZT9X,GTEX-ZT9X-1425,gen_exp,Testis,32.0
GTEX-11WQK,GTEX-11WQK-2225,gen_exp,GastroesophagealJunction,12.0
GTEX-1S83E,GTEX-1S83E-0225,gen_exp,AdiposeTissue,0.0
GTEX-1IL2V,GTEX-1IL2V-3025,gen_exp,BrainCerebellum,4.0
GTEX-1GN2E,GTEX-1GN2E-0625,gen_exp,TibialArtery,34.0
GTEX-XLM4,GTEX-XLM4-0425,gen_exp,TibialArtery,34.0
GTEX-1HR9M,GTEX-1HR9M-0225,gen_exp,AdiposeTissue,0.0
GTEX-1313W,GTEX-1313W-1125,gen_exp,AtrialAppendage,3.0
GTEX-16Z82,GTEX-16Z82-2925,gen_exp,BrainCerebellum,4.0
GTEX-117XS,GTEX-117XS-1925,gen_exp,MammaryTissueBreast,19.0
GTEX-1K9T9,GTEX-1K9T9-0425,gen_exp,TibialNerve,35.0
GTEX-17EVQ,GTEX-17EVQ-0225,gen_exp,Skin,28.0
GTEX-XMK1,GTEX-XMK1-1325,gen_exp,EsophagusMucosa,10.0
GTEX-12WSD,GTEX-12WSD-1125,gen_exp,Heart,13.0
GTEX-QESD,GTEX-QESD-0325,gen_exp,CoronaryArtery,7.0
GTEX-12WSD,GTEX-12WSD-2925,gen_exp,Vagina,38.0
GTEX-S3XE,GTEX-S3XE-0225,gen_exp,CoronaryArtery,7.0
GTEX-VJYA,GTEX-VJYA-0925,gen_exp,Ileum,14.0
GTEX-1GN73,GTEX-1GN73-1025,gen_exp,Lung,18.0
GTEX-WYVS,GTEX-WYVS-1525,gen_exp,Ovary,22.0
GTEX-WXYG,GTEX-WXYG-0925,gen_exp,Omentum,21.0
GTEX-13113,GTEX-13113-0625,gen_exp,GastroesophagealJunction,12.0
GTEX-ZT9W,GTEX-ZT9W-0925,gen_exp,Pancreas,23.0
GTEX-132NY,GTEX-132NY-0525,gen_exp,TibialNerve,35.0
GTEX-ZC5H,GTEX-ZC5H-0325,gen_exp,SkeletalMuscle,27.0
GTEX-VJYA,GTEX-VJYA-0225,gen_exp,Aorta,2.0
GTEX-QCQG,GTEX-QCQG-1625,gen_exp,Colon,6.0
GTEX-1211K,GTEX-1211K-0725,gen_exp,ThyroidGland,33.0
GTEX-1JMQL,GTEX-1JMQL-0325,gen_exp,AdiposeTissue,0.0
GTEX-1F6I4,GTEX-1F6I4-0125,gen_exp,Skin,28.0
GTEX-ZTPG,GTEX-ZTPG-1525,gen_exp,EsophagusMuscularis,11.0
GTEX-1JN6P,GTEX-1JN6P-0725,gen_exp,Lung,18.0
GTEX-OOBK,GTEX-OOBK-0426,gen_exp,Aorta,2.0
GTEX-1I1GT,GTEX-1I1GT-1325,gen_exp,Omentum,21.0
GTEX-1LB8K,GTEX-1LB8K-0525,gen_exp,TibialNerve,35.0
GTEX-145LV,GTEX-145LV-0325,gen_exp,Heart,13.0
GTEX-183WM,GTEX-183WM-0925,gen_exp,AtrialAppendage,3.0
GTEX-1RMOY,GTEX-1RMOY-0625,gen_exp,Heart,13.0
GTEX-Y8LW,GTEX-Y8LW-0726,gen_exp,EsophagusMucosa,10.0
GTEX-Y8LW,GTEX-Y8LW-1125,gen_exp,SigmoidColon,26.0
GTEX-11O72,GTEX-11O72-0725,gen_exp,Testis,32.0
GTEX-QCQG,GTEX-QCQG-0325,gen_exp,Lung,18.0
GTEX-15CHQ,GTEX-15CHQ-2025,gen_exp,EsophagusMuscularis,11.0
GTEX-15UF7,GTEX-15UF7-1225,gen_exp,Stomach,30.0
GTEX-1PPGY,GTEX-1PPGY-2925,gen_exp,PituitaryGland,24.0
GTEX-16AAH,GTEX-16AAH-1925,gen_exp,TibialArtery,34.0
GTEX-131YS,GTEX-131YS-2425,gen_exp,Vagina,38.0
GTEX-1B8L1,GTEX-1B8L1-1925,gen_exp,SigmoidColon,26.0
GTEX-R55G,GTEX-R55G-2525,gen_exp,Skin,28.0
GTEX-P4QT,GTEX-P4QT-1625,gen_exp,SkeletalMuscle,27.0
GTEX-15ER7,GTEX-15ER7-2325,gen_exp,Ovary,22.0
GTEX-T8EM,GTEX-T8EM-0325,gen_exp,Lung,18.0
GTEX-11EQ8,GTEX-11EQ8-1425,gen_exp,Testis,32.0
GTEX-1RAZA,GTEX-1RAZA-2225,gen_exp,SuprapubicSkin,31.0
GTEX-V955,GTEX-V955-2425,gen_exp,SkeletalMuscle,27.0
GTEX-ZF29,GTEX-ZF29-0625,gen_exp,Spleen,29.0
GTEX-1A3MX,GTEX-1A3MX-0825,gen_exp,Omentum,21.0
GTEX-11P81,GTEX-11P81-2325,gen_exp,Skin,28.0
GTEX-18A6Q,GTEX-18A6Q-2025,gen_exp,Liver,17.0
GTEX-1HCUA,GTEX-1HCUA-1025,gen_exp,Vagina,38.0
GTEX-14C38,GTEX-14C38-0625,gen_exp,TibialNerve,35.0
GTEX-1GF9V,GTEX-1GF9V-2025,gen_exp,AdrenalGlands,1.0
GTEX-131XG,GTEX-131XG-0825,gen_exp,CoronaryArtery,7.0
GTEX-1F52S,GTEX-1F52S-0425,gen_exp,TibialArtery,34.0
GTEX-12KS4,GTEX-12KS4-1125,gen_exp,TibialNerve,35.0
GTEX-15ER7,GTEX-15ER7-2125,gen_exp,EsophagusMucosa,10.0
GTEX-14ICL,GTEX-14ICL-0125,gen_exp,Spleen,29.0
GTEX-YF7O,GTEX-YF7O-2625,gen_exp,TibialNerve,35.0
GTEX-15G1A,GTEX-15G1A-0325,gen_exp,ThyroidGland,33.0
GTEX-1N5O9,GTEX-1N5O9-2725,gen_exp,Colon,6.0
GTEX-12WSC,GTEX-12WSC-3025,gen_exp,BrainCortex,5.0
GTEX-14BMU,GTEX-14BMU-0725,gen_exp,Pancreas,23.0
GTEX-WHSE,GTEX-WHSE-2925,gen_exp,BrainCerebellum,4.0
GTEX-ZE7O,GTEX-ZE7O-2425,gen_exp,Vagina,38.0
GTEX-1EU9M,GTEX-1EU9M-1125,gen_exp,Omentum,21.0
GTEX-1EH9U,GTEX-1EH9U-2425,gen_exp,EsophagusMucosa,10.0
GTEX-1B97I,GTEX-1B97I-0325,gen_exp,ThyroidGland,33.0
GTEX-1CAMR,GTEX-1CAMR-0925,gen_exp,Colon,6.0
GTEX-14AS3,GTEX-14AS3-2025,gen_exp,AdiposeTissue,0.0
GTEX-1B97I,GTEX-1B97I-1025,gen_exp,EsophagusMuscularis,11.0
GTEX-V955,GTEX-V955-0725,gen_exp,Heart,13.0
GTEX-Y5V6,GTEX-Y5V6-1025,gen_exp,EsophagusMucosa,10.0
GTEX-WK11,GTEX-WK11-2725,gen_exp,SuprapubicSkin,31.0
GTEX-117YX,GTEX-117YX-1525,gen_exp,Prostate,25.0
GTEX-ZG7Y,GTEX-ZG7Y-0325,gen_exp,Pancreas,23.0
