gene_id gene_desc
ENSG00000107771.15 CCSER2
ENSG00000062650.17 WAPL
ENSG00000122367.19 LDB3
ENSG00000173269.13 MMRN2
ENSG00000173267.13 SNCG
ENSG00000148672.8 GLUD1
ENSG00000198682.12 PAPSS2
ENSG00000138138.13 ATAD1
ENSG00000171862.10 PTEN
ENSG00000107796.13 ACTA2
ENSG00000107798.17 LIPA
ENSG00000119917.13 IFIT3
ENSG00000185745.9 IFIT1
ENSG00000148677.6 ANKRD1
ENSG00000225519.1 RP11-236B18.2
ENSG00000180628.14 PCGF5
ENSG00000119938.8 PPP1R3C
ENSG00000107854.5 TNKS2
ENSG00000095564.13 BTAF1
ENSG00000198060.9 MARCH5
ENSG00000119912.15 IDE
ENSG00000138119.16 MYOF
ENSG00000107438.8 PDLIM1
ENSG00000095637.21 SORBS1
ENSG00000059573.8 ALDH18A1
ENSG00000119977.20 TCTN3
ENSG00000077147.14 TM9SF3
ENSG00000236552.2 RPL13AP5
ENSG00000052749.13 RRP12
ENSG00000171314.8 PGAM1
ENSG00000171311.12 EXOSC1
ENSG00000171307.18 ZDHHC16
ENSG00000155229.20 MMS19
ENSG00000165886.4 UBTD1
ENSG00000165887.11 ANKRD2
ENSG00000241935.8 HOGA1
ENSG00000155252.13 PI4K2A
ENSG00000119986.6 AVPI1
ENSG00000155254.12 MARVELD1
ENSG00000155256.17 ZFYVE27
ENSG00000138131.3 LOXL4
ENSG00000119943.12 PYROXD2
ENSG00000107521.18 HPS1
ENSG00000120053.10 GOT1
ENSG00000155287.10 SLC25A28
ENSG00000014919.12 COX15
ENSG00000119929.12 CUTC
ENSG00000196072.11 BLOC1S2
ENSG00000099194.5 SCD
ENSG00000075826.16 SEC31B
ENSG00000166136.15 NDUFB8
ENSG00000166135.13 HIF1AN
ENSG00000055950.16 MRPL43
ENSG00000107816.17 LZTS2
ENSG00000107819.13 SFXN3
ENSG00000166167.17 BTRC
ENSG00000166171.12 DPCD
ENSG00000107829.13 FBXW4
ENSG00000107833.10 NPM3
ENSG00000198408.13 MGEA5
ENSG00000120049.18 KCNIP2
ENSG00000120029.12 C10orf76
ENSG00000198728.10 LDB1
ENSG00000148840.10 PPRC1
ENSG00000166197.16 NOLC1
ENSG00000107862.4 GBF1
ENSG00000077150.18 NFKB2
ENSG00000107872.12 FBXL15
ENSG00000107874.10 CUEDC2
ENSG00000138107.12 ACTR1A
ENSG00000171206.13 TRIM8
ENSG00000138175.8 ARL3
ENSG00000166272.16 WBP1L
ENSG00000166275.15 BORCS7
ENSG00000214435.7 AS3MT
ENSG00000076685.18 NT5C2
ENSG00000173915.14 USMG5
ENSG00000148843.13 PDCD11
ENSG00000138172.10 CALHM2
ENSG00000107957.16 SH3PXD2A
ENSG00000107960.10 STN1
ENSG00000065613.13 SLK
ENSG00000148834.12 GSTO1
ENSG00000148841.15 ITPRIP
ENSG00000108039.17 XPNPEP1
ENSG00000148700.14 ADD3
ENSG00000119950.20 MXI1
ENSG00000138166.5 DUSP5
ENSG00000108055.9 SMC3
ENSG00000203867.7 RBM20
ENSG00000150593.17 PDCD4
ENSG00000108061.11 SHOC2
ENSG00000023041.11 ZDHHC6
ENSG00000197893.13 NRAP
ENSG00000165806.19 CASP7
ENSG00000196865.4 NHLRC2
ENSG00000043591.5 ADRB1
ENSG00000099204.18 ABLIM1
ENSG00000151553.14 FAM160B1
ENSG00000188613.6 NANOS1
ENSG00000107581.12 EIF3A
ENSG00000183605.16 SFXN4
ENSG00000165672.6 PRDX3
ENSG00000198873.11 GRK5
ENSG00000151923.17 TIAL1
ENSG00000151929.9 BAG3
ENSG00000197771.12 MCMBP
ENSG00000107669.17 ATE1
ENSG00000107672.14 NSMCE4A
ENSG00000138162.18 TACC2
ENSG00000166033.11 HTRA1
ENSG00000196177.12 ACADSB
ENSG00000065154.11 OAT
ENSG00000189319.13 FAM53B
ENSG00000165660.7 FAM175B
ENSG00000019995.6 ZRANB1
ENSG00000188690.12 UROS
ENSG00000107949.16 BCCIP
ENSG00000089876.11 DHX32
ENSG00000150760.12 DOCK1
ENSG00000132334.16 PTPRE
ENSG00000170430.9 MGMT
ENSG00000108010.11 GLRX3
ENSG00000175470.18 PPP2R2D
ENSG00000176171.11 BNIP3
ENSG00000151640.12 DPYSL4
ENSG00000171813.13 PWWP2B
ENSG00000226900.1 RP11-432J24.5
ENSG00000068383.18 INPP5A
ENSG00000130640.13 TUBGCP2
ENSG00000198546.14 ZNF511
ENSG00000127884.4 ECHS1
ENSG00000148824.18 MTG1
ENSG00000177951.17 BET1L
ENSG00000177963.14 RIC8A
ENSG00000142082.14 SIRT3
ENSG00000185627.17 PSMD13
ENSG00000142102.15 PGGHG
ENSG00000185201.16 IFITM2
ENSG00000185885.15 IFITM1
ENSG00000142089.15 IFITM3
ENSG00000185187.12 SIGIRR
ENSG00000174915.11 PTDSS2
ENSG00000023191.16 RNH1
ENSG00000174775.16 HRAS
ENSG00000070047.11 PHRF1
ENSG00000185507.19 IRF7
ENSG00000177156.10 TALDO1
ENSG00000177225.16 PDDC1
ENSG00000177595.17 PIDD1
ENSG00000177600.8 RPLP2
ENSG00000177666.16 PNPLA2
ENSG00000177685.16 CRACR2B
ENSG00000177697.17 CD151
ENSG00000177700.5 POLR2L
ENSG00000214063.10 TSPAN4
ENSG00000177830.17 CHID1
ENSG00000183020.13 AP2A2
ENSG00000078902.15 TOLLIP
ENSG00000182208.13 MOB2
ENSG00000184545.10 DUSP8
ENSG00000117984.13 CTSD
ENSG00000130592.15 LSP1
ENSG00000130595.17 TNNT3
ENSG00000214026.10 MRPL23
ENSG00000130600.17 H19
ENSG00000167244.18 IGF2
ENSG00000110665.11 C11orf21
ENSG00000064201.15 TSPAN32
ENSG00000110651.11 CD81
ENSG00000184281.14 TSSC4
ENSG00000053918.15 KCNQ1
ENSG00000129757.12 CDKN1C
ENSG00000110628.13 SLC22A18
ENSG00000205531.12 NAP1L4
ENSG00000110619.17 CARS
ENSG00000110713.15 NUP98
ENSG00000148985.19 PGAP2
ENSG00000177105.9 RHOG
ENSG00000167323.11 STIM1
ENSG00000167325.14 RRM1
ENSG00000132109.9 TRIM21
ENSG00000244734.3 HBB
ENSG00000223609.7 HBD
ENSG00000132274.15 TRIM22
ENSG00000051009.10 FAM160A2
ENSG00000170955.9 PRKCDBP
ENSG00000166311.9 SMPD1
ENSG00000166313.18 APBB1
ENSG00000132254.12 ARFIP2
ENSG00000132286.11 TIMM10B
ENSG00000166333.13 ILK
ENSG00000166337.9 TAF10
ENSG00000166340.15 TPP1
ENSG00000158042.8 MRPL17
ENSG00000175390.13 EIF3F
ENSG00000166402.8 TUB
ENSG00000166441.12 RPL27A
ENSG00000166452.11 AKIP1
ENSG00000175348.10 TMEM9B
ENSG00000184014.7 DENND5A
ENSG00000166471.10 TMEM41B
ENSG00000205339.9 IPO7
ENSG00000166483.10 WEE1
ENSG00000133789.14 SWAP70
ENSG00000148926.9 ADM
ENSG00000255823.4 MTRNR2L8
ENSG00000110315.6 RNF141
ENSG00000133800.8 LYVE1
ENSG00000198730.7 CTR9
ENSG00000110321.16 EIF4G2
ENSG00000236287.7 ZBED5
ENSG00000247271.6 ZBED5-AS1
ENSG00000110328.5 GALNT18
ENSG00000170242.17 USP47
ENSG00000050165.17 DKK3
ENSG00000133816.13 MICAL2
ENSG00000197702.11 PARVA
ENSG00000187079.16 TEAD1
ENSG00000133794.17 ARNTL
ENSG00000148925.10 BTBD10
ENSG00000197601.12 FAR1
ENSG00000262655.3 SPON1
ENSG00000133818.13 RRAS2
ENSG00000129083.12 COPB1
ENSG00000129084.17 PSMA1
ENSG00000110696.9 C11orf58
ENSG00000166689.15 PLEKHA7
ENSG00000244398.1 RP11-466H18.1
ENSG00000110700.6 RPS13
ENSG00000011405.13 PIK3C2A
ENSG00000070081.15 NUCB2
ENSG00000187486.5 KCNJ11
ENSG00000173432.10 SAA1
ENSG00000134333.13 LDHA
ENSG00000074319.12 TSG101
ENSG00000129170.8 CSRP3
ENSG00000166833.19 NAV2
ENSG00000254453.1 NAV2-AS2
ENSG00000109854.13 HTATIP2
ENSG00000171714.10 ANO5
ENSG00000176971.3 FIBIN
ENSG00000205213.13 LGR4
ENSG00000049449.8 RCN1
ENSG00000149100.12 EIF3M
ENSG00000110422.11 HIPK3
ENSG00000085063.14 CD59
ENSG00000110429.13 FBXO3
ENSG00000135387.20 CAPRIN1
ENSG00000135372.8 NAT10
ENSG00000166016.5 ABTB2
ENSG00000121691.4 CAT
ENSG00000110435.11 PDHX
ENSG00000026508.17 CD44
ENSG00000149090.11 PAMR1
ENSG00000166326.6 TRIM44
ENSG00000166352.15 C11orf74
ENSG00000166181.12 API5
ENSG00000052841.14 TTC17
ENSG00000149084.12 HSD17B12
ENSG00000283375.1 RP11-613D13.10
ENSG00000166199.12 ALKBH3
ENSG00000187479.5 C11orf96
ENSG00000151348.13 EXT2
ENSG00000085117.11 CD82
ENSG00000157570.11 TSPAN18
ENSG00000175274.18 TP53I11
ENSG00000181830.8 SLC35C1
ENSG00000121671.11 CRY2
ENSG00000135365.15 PHF21A
ENSG00000157613.10 CREB3L1
ENSG00000149091.15 DGKZ
ENSG00000244313.3 RP11-425L10.1
ENSG00000175224.16 ATG13
ENSG00000175220.11 ARHGAP1
ENSG00000175216.14 CKAP5
ENSG00000149182.14 ARFGAP2
ENSG00000165912.15 PACSIN3
ENSG00000134574.11 DDB2
ENSG00000134575.9 ACP2
ENSG00000025434.18 NR1H3
ENSG00000110514.19 MADD
ENSG00000134571.10 MYBPC3
ENSG00000066336.11 SPI1
ENSG00000165915.13 SLC39A13
ENSG00000165916.8 PSMC3
ENSG00000149187.17 CELF1
ENSG00000213619.9 NDUFS3
ENSG00000109919.9 MTCH2
ENSG00000109920.12 FNBP4
ENSG00000134817.10 APLNR
ENSG00000149115.13 TNKS1BP1
ENSG00000149136.8 SSRP1
ENSG00000134802.17 SLC43A3
ENSG00000134809.8 TIMM10
ENSG00000156587.15 UBE2L6
ENSG00000149131.15 SERPING1
ENSG00000156599.10 ZDHHC5
ENSG00000213593.9 TMX2
ENSG00000211450.9 SELENOH
ENSG00000198561.13 CTNND1
ENSG00000186660.14 ZFP91
ENSG00000110048.11 OSBP
ENSG00000166889.13 PATL1
ENSG00000166902.4 MRPL16
ENSG00000110077.14 MS4A6A
ENSG00000110104.11 CCDC86
ENSG00000110107.8 PRPF19
ENSG00000110108.9 TMEM109
ENSG00000110446.10 SLC15A3
ENSG00000167987.10 VPS37C
ENSG00000167986.13 DDB1
ENSG00000149532.15 CPSF7
ENSG00000167985.6 SDHAF2
ENSG00000011347.9 SYT7
ENSG00000134825.15 TMEM258
ENSG00000149485.18 FADS1
ENSG00000134824.13 FADS2
ENSG00000221968.8 FADS3
ENSG00000167994.11 RAB3IL1
ENSG00000167996.15 FTH1
ENSG00000124942.13 AHNAK
ENSG00000254772.9 EEF1G
ENSG00000149016.15 TUT1
ENSG00000149480.6 MTA2
ENSG00000149499.11 EML3
ENSG00000149541.9 B3GAT3
ENSG00000089597.16 GANAB
ENSG00000185085.2 INTS5
ENSG00000278615.4 C11orf98
ENSG00000162191.13 UBXN1
ENSG00000177363.4 LRRN4CL
ENSG00000168000.14 BSCL2
ENSG00000214753.2 HNRNPUL2
ENSG00000168002.11 POLR2G
ENSG00000168569.7 TMEM223
ENSG00000185475.10 TMEM179B
ENSG00000162231.13 NXF1
ENSG00000162236.11 STX5
ENSG00000133316.15 WDR74
ENSG00000255717.6 SNHG1
ENSG00000168003.16 SLC3A2
ENSG00000133321.10 RARRES3
ENSG00000176485.11 PLA2G16
ENSG00000184743.12 ATL3
ENSG00000133318.13 RTN3
ENSG00000168005.8 C11orf84
ENSG00000072518.20 MARK2
ENSG00000110583.12 NAA40
ENSG00000176340.3 COX8A
ENSG00000167770.11 OTUB1
ENSG00000133315.10 MACROD1
ENSG00000168439.16 STIP1
ENSG00000149781.12 FERMT3
ENSG00000149743.13 TRPT1
ENSG00000149761.8 NUDT22
ENSG00000110011.13 DNAJC4
ENSG00000173511.9 VEGFB
ENSG00000173486.12 FKBP2
ENSG00000173457.10 PPP1R14B
ENSG00000149782.11 PLCB3
ENSG00000002330.13 BAD
ENSG00000173264.14 GPR137
ENSG00000173153.13 ESRRA
ENSG00000173113.6 TRMT112
ENSG00000126432.13 PRDX5
ENSG00000162302.12 RPS6KA4
ENSG00000068831.18 RASGRP2
ENSG00000068976.13 PYGM
ENSG00000168066.20 SF1
ENSG00000133895.14 MEN1
ENSG00000110047.17 EHD1
ENSG00000110046.12 ATG2A
ENSG00000068971.13 PPP2R5B
ENSG00000213465.7 ARL2
ENSG00000110025.12 SNX15
ENSG00000162300.11 ZFPL1
ENSG00000149823.8 VPS51
ENSG00000149809.14 TM7SF2
ENSG00000149806.10 FAU
ENSG00000149792.8 MRPL49
ENSG00000162298.18 SYVN1
ENSG00000014216.15 CAPN1
ENSG00000149798.4 CDC42EP2
ENSG00000133884.9 DPF2
ENSG00000126391.13 FRMD8
ENSG00000245532.7 NEAT1
ENSG00000251562.7 MALAT1
ENSG00000142186.16 SCYL1
ENSG00000168056.15 LTBP3
ENSG00000173465.7 SSSCA1
ENSG00000176973.7 FAM89B
ENSG00000173442.12 EHBP1L1
ENSG00000173327.7 MAP3K11
ENSG00000197136.4 PCNX3
ENSG00000213445.9 SIPA1
ENSG00000173039.18 RELA
ENSG00000172977.12 KAT5
ENSG00000172922.8 RNASEH2C
ENSG00000172757.12 CFL1
ENSG00000172732.11 MUS81
ENSG00000172638.12 EFEMP2
ENSG00000172500.12 FIBP
ENSG00000175602.3 CCDC85B
ENSG00000175592.8 FOSL1
ENSG00000175573.6 C11orf68
ENSG00000175550.7 DRAP1
ENSG00000175467.14 SART1
ENSG00000175376.8 EIF1AD
ENSG00000175334.7 BANF1
ENSG00000087365.15 SF3B2
ENSG00000175115.11 PACS1
ENSG00000174996.11 KLC2
ENSG00000174903.15 RAB1B
ENSG00000174851.15 YIF1A
ENSG00000174807.3 CD248
ENSG00000174744.13 BRMS1
ENSG00000174684.6 B4GAT1
ENSG00000174669.11 SLC29A2
ENSG00000174547.13 MRPL11
ENSG00000254986.7 DPP3
ENSG00000174080.10 CTSF
ENSG00000173992.8 CCS
ENSG00000239306.4 RBM14
ENSG00000173933.19 RBM4
ENSG00000173653.7 RCE1
ENSG00000173621.8 LRFN4
ENSG00000173156.6 RHOD
ENSG00000173120.14 KDM2A
ENSG00000173020.10 GRK2
ENSG00000172932.14 ANKRD13D
ENSG00000172830.12 SSH3
ENSG00000175482.8 POLD4
ENSG00000175505.10 CLCF1
ENSG00000172531.14 PPP1CA
ENSG00000172508.10 CARNS1
ENSG00000175634.14 RPS6KB2
ENSG00000172725.13 CORO1B
ENSG00000172663.8 TMEM134
ENSG00000110711.9 AIP
ENSG00000110697.12 PITPNM1
ENSG00000167797.7 CDK2AP2
ENSG00000084207.15 GSTP1
ENSG00000167792.11 NDUFV1
ENSG00000167799.9 NUDT8
ENSG00000110717.12 NDUFS8
ENSG00000110719.9 TCIRG1
ENSG00000110721.11 CHKA
ENSG00000171067.10 C11orf24
ENSG00000162337.11 LRP5
ENSG00000110075.14 PPP6R3
ENSG00000110090.12 CPT1A
ENSG00000197345.12 MRPL21
ENSG00000110092.3 CCND1
ENSG00000131620.17 ANO1
ENSG00000085733.15 CTTN
ENSG00000172893.15 DHCR7
ENSG00000137522.17 RNF121
ENSG00000137497.17 NUMA1
ENSG00000149357.9 LAMTOR1
ENSG00000165457.13 FOLR2
ENSG00000165458.13 INPPL1
ENSG00000186642.15 PDE2A
ENSG00000186635.14 ARAP1
ENSG00000214530.8 STARD10
ENSG00000168010.10 ATG16L2
ENSG00000137478.14 FCHSD2
ENSG00000175591.11 P2RY2
ENSG00000110237.3 ARHGEF17
ENSG00000054965.10 FAM168A
ENSG00000256148.1 RP11-809N8.5
ENSG00000175582.19 RAB6A
ENSG00000181924.6 COA4
ENSG00000175567.8 UCP2
ENSG00000214517.9 PPME1
ENSG00000054938.15 CHRDL2
ENSG00000227615.1 RP11-864N7.2
ENSG00000118363.11 SPCS2
ENSG00000137491.14 SLCO2B1
ENSG00000137486.16 ARRB1
ENSG00000149273.14 RPS3
ENSG00000149257.13 SERPINH1
ENSG00000062282.14 DGAT2
ENSG00000137492.7 THAP12
ENSG00000255135.3 RP11-111M22.3
ENSG00000137507.11 LRRC32
ENSG00000182704.7 TSKU
ENSG00000074201.8 CLNS1A
ENSG00000087884.14 AAMDC
ENSG00000151366.12 NDUFC2
ENSG00000033327.12 GAB2
ENSG00000137513.9 NARS2
ENSG00000227097.5 RPS28P7
ENSG00000137509.10 PRCP
ENSG00000165494.11 PCF11
ENSG00000171204.12 TMEM126B
ENSG00000171202.6 TMEM126A
ENSG00000137504.13 CREBZF
ENSG00000073921.17 PICALM
ENSG00000149196.15 HIKESHI
ENSG00000151376.16 ME3
ENSG00000150687.11 PRSS23
ENSG00000174804.3 FZD4
ENSG00000109861.15 CTSC
ENSG00000110172.11 CHORDC1
ENSG00000166002.6 SMCO4
ENSG00000166012.16 TAF1D
ENSG00000207304.1 SNORA8
ENSG00000110218.8 PANX1
ENSG00000166025.17 AMOTL1
ENSG00000150316.11 CWC15
ENSG00000263465.4 SRSF8
ENSG00000149218.4 ENDOD1
ENSG00000137693.13 YAP1
ENSG00000110330.8 BIRC2
ENSG00000152558.14 TMEM123
ENSG00000137692.11 DCUN1D5
ENSG00000170962.12 PDGFD
ENSG00000196954.13 CASP4
ENSG00000149313.10 AASDHPPT
ENSG00000170290.3 SLN
ENSG00000166266.13 CUL5
ENSG00000075239.13 ACAT1
ENSG00000178202.12 KDELC2
ENSG00000137710.14 RDX
ENSG00000137714.2 FDX1
ENSG00000170145.4 SIK2
ENSG00000109846.7 CRYAB
ENSG00000170276.5 HSPB2
ENSG00000150768.15 DLAT
ENSG00000150776.17 C11orf57
ENSG00000150779.11 TIMM8B
ENSG00000204370.9 SDHD
ENSG00000197580.11 BCO2
ENSG00000150787.7 PTS
ENSG00000250303.3 RP11-356J5.12
ENSG00000149294.16 NCAM1
ENSG00000048028.11 USP28
ENSG00000109906.13 ZBTB16
ENSG00000166741.7 NNMT
ENSG00000076043.9 REXO2
ENSG00000109917.10 ZPR1
ENSG00000118137.9 APOA1
ENSG00000160584.15 SIK3
ENSG00000168092.13 PAFAH1B2
ENSG00000149577.15 SIDT2
ENSG00000149591.16 TAGLN
ENSG00000160613.12 PCSK7
ENSG00000167257.10 RNF214
ENSG00000186318.16 BACE1
ENSG00000137726.16 FXYD6
ENSG00000177098.8 SCN4B
ENSG00000149575.5 SCN2B
ENSG00000110344.9 UBE4A
ENSG00000167283.7 ATP5L
ENSG00000118096.7 IFT46
ENSG00000095139.13 ARCN1
ENSG00000019144.18 PHLDB1
ENSG00000110367.11 DDX6
ENSG00000186174.12 BCL9L
ENSG00000186166.8 CCDC84
ENSG00000118181.10 RPS25
ENSG00000196655.11 TRAPPC4
ENSG00000149428.18 HYOU1
ENSG00000160695.14 VPS11
ENSG00000256269.7 HMBS
ENSG00000188486.3 H2AFX
ENSG00000172269.18 DPAGT1
ENSG00000160703.15 NLRX1
ENSG00000076706.16 MCAM
ENSG00000173456.4 RNF26
ENSG00000036672.15 USP2
ENSG00000110400.10 NECTIN1
ENSG00000184232.8 OAF
ENSG00000181264.8 TMEM136
ENSG00000196914.8 ARHGEF12
ENSG00000109929.9 SC5D
ENSG00000109971.13 HSPA8
ENSG00000154144.12 TBRG1
ENSG00000110013.12 SIAE
ENSG00000154146.12 NRGN
ENSG00000149564.11 ESAM
ENSG00000154133.14 ROBO4
ENSG00000149557.12 FEZ1
ENSG00000149547.14 EI24
ENSG00000134910.12 STT3A
ENSG00000165526.8 RPUSD4
ENSG00000197798.8 FAM118B
ENSG00000182934.11 SRPRA
ENSG00000110074.10 FOXRED1
ENSG00000110063.8 DCPS
ENSG00000110080.18 ST3GAL4
ENSG00000134954.14 ETS1
ENSG00000151702.16 FLI1
ENSG00000084234.16 APLP2
ENSG00000196323.12 ZBTB44
ENSG00000166106.3 ADAMTS15
ENSG00000120451.10 SNX19
ENSG00000280237.3 MIR4697HG
ENSG00000166086.12 JAM3
ENSG00000151502.10 VPS26B
ENSG00000151500.14 THYN1
ENSG00000151498.11 ACAD8
ENSG00000226210.3 ABC7-42389800N19.1
ENSG00000139044.10 B4GALNT3
ENSG00000060237.16 WNK1
ENSG00000082805.19 ERC1
ENSG00000006831.9 ADIPOR2
ENSG00000151067.21 CACNA1C
ENSG00000004478.7 FKBP4
ENSG00000197905.8 TEAD4
ENSG00000011105.12 TSPAN9
ENSG00000227081.5 RP11-543P15.1
ENSG00000118971.7 CCND2
ENSG00000139180.10 NDUFA9
ENSG00000110799.13 VWF
ENSG00000010278.12 CD9
ENSG00000067182.7 TNFRSF1A
ENSG00000111321.10 LTBR
ENSG00000215039.6 CD27-AS1
ENSG00000139192.11 TAPBPL
ENSG00000111639.7 MRPL51
ENSG00000111640.14 GAPDH
ENSG00000010295.19 IFFO1
ENSG00000111641.11 NOP2
ENSG00000111642.14 CHD4
ENSG00000111653.19 ING4
ENSG00000126746.17 ZNF384
ENSG00000111652.9 COPS7A
ENSG00000089693.10 MLF2
ENSG00000159335.15 PTMS
ENSG00000110811.19 P3H3
ENSG00000111664.10 GNB3
ENSG00000111667.13 USP5
ENSG00000111669.14 TPI1
ENSG00000111674.8 ENO2
ENSG00000111676.14 ATN1
ENSG00000111678.10 C12orf57
ENSG00000215021.8 PHB2
ENSG00000126749.14 EMG1
ENSG00000111684.10 LPCAT3
ENSG00000182326.14 C1S
ENSG00000159403.15 C1R
ENSG00000139178.10 C1RL
ENSG00000139197.10 PEX5
ENSG00000177575.12 CD163
ENSG00000059804.15 SLC2A3
ENSG00000065970.8 FOXJ2
ENSG00000089818.17 NECAP1
ENSG00000197614.10 MFAP5
ENSG00000003056.7 M6PR
ENSG00000175899.14 A2M
ENSG00000110852.4 CLEC2B
ENSG00000139112.10 GABARAPL1
ENSG00000060138.12 YBX3
ENSG00000256537.4 SMIM10L1
ENSG00000111269.2 CREBL2
ENSG00000111276.10 CDKN1B
ENSG00000178878.12 APOLD1
ENSG00000013583.8 HEBP1
ENSG00000134531.9 EMP1
ENSG00000121316.10 PLBD1
ENSG00000246705.4 H2AFJ
ENSG00000084463.7 WBP11
ENSG00000111341.9 MGP
ENSG00000111348.8 ARHGDIB
ENSG00000151491.12 EPS8
ENSG00000023734.10 STRAP
ENSG00000023697.12 DERA
ENSG00000008394.12 MGST1
ENSG00000052126.14 PLEKHA5
ENSG00000172572.6 PDE3A
ENSG00000004700.15 RECQL
ENSG00000111711.9 GOLT1B
ENSG00000111716.12 LDHB
ENSG00000121361.3 KCNJ8
ENSG00000069431.11 ABCC9
ENSG00000111726.12 CMAS
ENSG00000111731.12 C2CD5
ENSG00000205707.10 ETFRF1
ENSG00000123095.5 BHLHE41
ENSG00000123096.11 SSPN
ENSG00000064102.14 INTS13
ENSG00000111790.13 FGFR1OP2
ENSG00000064115.10 TM7SF3
ENSG00000152944.8 MED21
ENSG00000211455.7 STK38L
ENSG00000110841.13 PPFIBP1
ENSG00000061794.12 MRPS35
ENSG00000087502.17 ERGIC2
ENSG00000133687.15 TMTC1
ENSG00000133704.9 IPO8
ENSG00000110888.17 CAPRIN2
ENSG00000087470.17 DNM1L
ENSG00000139131.12 YARS2
ENSG00000057294.14 PKP2
ENSG00000274976.1 RP11-8P13.5
ENSG00000139116.18 KIF21A
ENSG00000015153.14 YAF2
ENSG00000139168.7 ZCRB1
ENSG00000177119.15 ANO6
ENSG00000139218.17 SCAF11
ENSG00000111371.15 SLC38A1
ENSG00000134294.13 SLC38A2
ENSG00000079337.15 RAPGEF3
ENSG00000211584.13 SLC48A1
ENSG00000061273.17 HDAC7
ENSG00000268069.2 RP5-1057I20.4
ENSG00000134291.11 TMEM106C
ENSG00000152556.15 PFKM
ENSG00000177981.10 ASB8
ENSG00000139620.12 KANSL2
ENSG00000174233.11 ADCY6
ENSG00000174243.9 DDX23
ENSG00000134285.10 FKBP11
ENSG00000134287.9 ARF3
ENSG00000181929.11 PRKAG1
ENSG00000167548.14 KMT2D
ENSG00000139636.15 LMBR1L
ENSG00000123416.15 TUBA1B
ENSG00000167552.13 TUBA1A
ENSG00000167553.15 TUBA1C
ENSG00000187778.13 MCRS1
ENSG00000161791.13 FMNL3
ENSG00000139644.12 TMBIM6
ENSG00000167566.16 NCKAP5L
ENSG00000066117.14 SMARCD1
ENSG00000167588.12 GPD1
ENSG00000178449.8 COX14
ENSG00000050405.13 LIMA1
ENSG00000161813.21 LARP4
ENSG00000185432.11 METTL7A
ENSG00000050426.15 LETMD1
ENSG00000110925.6 CSRNP2
ENSG00000135457.9 TFCP2
ENSG00000183283.15 DAZAP2
ENSG00000139567.12 ACVRL1
ENSG00000135503.12 ACVR1B
ENSG00000161835.10 GRASP
ENSG00000123358.19 NR4A1
ENSG00000259884.1 RP11-1100L3.8
ENSG00000123395.14 ATG101
ENSG00000170421.12 KRT8
ENSG00000111057.10 KRT18
ENSG00000063046.17 EIF4B
ENSG00000111077.17 TNS2
ENSG00000167778.8 SPRYD3
ENSG00000167779.7 IGFBP6
ENSG00000139631.18 CSAD
ENSG00000172819.16 RARG
ENSG00000182544.8 MFSD5
ENSG00000123349.13 PFDN5
ENSG00000139637.13 C12orf10
ENSG00000094914.12 AAAS
ENSG00000185591.9 SP1
ENSG00000205352.10 PRR13
ENSG00000197111.15 PCBP2
ENSG00000139546.10 TARBP2
ENSG00000170653.18 ATF7
ENSG00000135390.17 ATP5G2
ENSG00000012822.15 CALCOCO1
ENSG00000135486.17 HNRNPA1
ENSG00000111481.9 COPZ1
ENSG00000161642.17 ZNF385A
ENSG00000161638.10 ITGA5
ENSG00000135447.16 PPP1R1A
ENSG00000170439.6 METTL7B
ENSG00000135424.15 ITGA7
ENSG00000135441.7 BLOC1S1
ENSG00000135437.9 RDH5
ENSG00000135404.11 CD63
ENSG00000258056.2 RP11-644F5.11
ENSG00000205323.8 SARNP
ENSG00000123353.9 ORMDL2
ENSG00000135392.15 DNAJC14
ENSG00000182796.13 TMEM198B
ENSG00000123342.15 MMP19
ENSG00000170473.16 PYM1
ENSG00000123374.10 CDK2
ENSG00000111540.15 RAB5B
ENSG00000139531.12 SUOX
ENSG00000197728.9 RPS26
ENSG00000170515.13 PA2G4
ENSG00000229117.8 RPL41
ENSG00000139641.12 ESYT1
ENSG00000196465.10 MYL6B
ENSG00000092841.18 MYL6
ENSG00000258199.1 RP11-977G19.5
ENSG00000139613.11 SMARCC2
ENSG00000181852.17 RNF41
ENSG00000139579.12 NABP2
ENSG00000139645.9 ANKRD52
ENSG00000135469.13 COQ10A
ENSG00000062485.18 CS
ENSG00000257303.1 RP11-977G19.11
ENSG00000257727.5 CNPY2
ENSG00000135473.14 PAN2
ENSG00000170581.13 STAT2
ENSG00000076067.12 RBMS2
ENSG00000076108.11 BAZ2A
ENSG00000110955.8 ATP5B
ENSG00000110958.15 PTGES3
ENSG00000196531.10 NACA
ENSG00000166886.12 NAB2
ENSG00000166888.11 STAT6
ENSG00000123384.13 LRP1
ENSG00000182199.10 SHMT2
ENSG00000185633.10 NDUFA4L2
ENSG00000179912.20 R3HDM2
ENSG00000166986.14 MARS
ENSG00000175197.11 DDIT3
ENSG00000166987.14 MBD6
ENSG00000175203.15 DCTN2
ENSG00000166908.17 PIP4K2C
ENSG00000178498.15 DTX3
ENSG00000240771.6 ARHGEF25
ENSG00000135502.17 SLC26A10
ENSG00000135506.15 OS9
ENSG00000135439.11 AGAP2
ENSG00000135452.9 TSPAN31
ENSG00000135446.16 CDK4
ENSG00000139266.5 MARCH9
ENSG00000037897.16 METTL1
