,train,val,test
4371,GTEX-1B8KE-1125,,
4372,GTEX-1B8KE-1325,,
4373,GTEX-1B8KE-2125,,
4374,GTEX-1B8KE-2425,,
4375,GTEX-1B8KE-0225,,
4376,GTEX-1B8KZ-2325,,
4377,GTEX-1B8KZ-0125,,
4378,GTEX-1B8KZ-2125,,
4379,GTEX-1B8KZ-2025,,
4380,GTEX-1B8KZ-0325,,
4381,GTEX-1B8KZ-0425,,
4382,GTEX-1B8KZ-1525,,
4383,GTEX-1B8KZ-1625,,
4384,GTEX-1B8KZ-0725,,
4385,GTEX-1B8KZ-0525,,
4386,GTEX-1B8KZ-1725,,
4387,GTEX-1B8KZ-1825,,
4388,GTEX-1B8KZ-0225,,
4389,GTEX-1B8KZ-1025,,
4390,GTEX-1B8KZ-1325,,
4391,GTEX-1B8KZ-0925,,
4392,GTEX-1B8KZ-2225,,
4393,GTEX-1B8KZ-1125,,
4394,GTEX-1B8KZ-1225,,
4395,GTEX-1B8KZ-0625,,
4396,GTEX-1B8KZ-0825,,
4397,GTEX-1B8KZ-1925,,
4398,GTEX-1B8L1-3225,,
4399,GTEX-1B8L1-0625,,
4400,GTEX-1B8L1-2325,,
4401,GTEX-1B8L1-1625,,
4402,GTEX-1B8L1-0525,,
4403,GTEX-1B8L1-2425,,
4404,GTEX-1B8L1-1525,,
4405,GTEX-1B8L1-0125,,
4406,GTEX-1B8L1-2525,,
4407,GTEX-1B8L1-2825,,
4408,GTEX-1B8L1-0425,,
4409,GTEX-1B8L1-3125,,
4410,GTEX-1B8L1-1925,,
4411,GTEX-1B8L1-2625,,
4412,GTEX-1B8L1-2225,,
4413,GTEX-1B8L1-0725,,
4414,GTEX-1B8L1-1325,,
4415,GTEX-1B8L1-0225,,
4416,GTEX-1B8L1-3025,,
4417,GTEX-1B8L1-2725,,
4418,GTEX-1B8L1-1025,,
4419,GTEX-1B8L1-2925,,
4420,GTEX-1B8L1-1125,,
4421,GTEX-1B8SF-1425,,
4422,GTEX-1B8SF-1725,,
4423,GTEX-1B8SF-1825,,
4424,GTEX-1B8SF-3125,,
4425,GTEX-1B8SF-0525,,
4426,GTEX-1B8SF-0125,,
4427,GTEX-1B8SF-0725,,
4428,GTEX-1B8SF-0825,,
4429,GTEX-1B8SF-2925,,
4430,GTEX-1B8SF-0325,,
4431,GTEX-1B8SF-0425,,
4432,GTEX-1B8SF-1325,,
4433,GTEX-1B8SF-0625,,
4434,GTEX-1B8SF-3025,,
4435,GTEX-1B8SG-1725,,
4436,GTEX-1B8SG-0825,,
4437,GTEX-1B8SG-0325,,
4438,GTEX-1B8SG-1325,,
4439,GTEX-1B8SG-1425,,
4440,GTEX-1B8SG-0425,,
4441,GTEX-1B8SG-0725,,
4442,GTEX-1B8SG-1125,,
4443,GTEX-1B8SG-0525,,
4444,GTEX-1B8SG-0625,,
4445,GTEX-1B8SG-1225,,
4446,GTEX-1B8SG-0925,,
4447,GTEX-1B8SG-1825,,
4448,GTEX-1B8SG-0225,,
4449,GTEX-1B8SG-1925,,
4450,GTEX-1B8SG-0125,,
4451,GTEX-1B933-0125,,
4452,GTEX-1B933-1725,,
4453,GTEX-1B933-3125,,
4454,GTEX-1B933-1925,,
4455,GTEX-1B933-2425,,
4456,GTEX-1B933-3025,,
4457,GTEX-1B933-0425,,
4458,GTEX-1B933-1125,,
4459,GTEX-1B933-1325,,
4460,GTEX-1B933-2525,,
4461,GTEX-1B933-0925,,
4462,GTEX-1B933-2025,,
4463,GTEX-1B933-2925,,
4464,GTEX-1B933-0825,,
4465,GTEX-1B933-1025,,
4466,GTEX-1B933-1225,,
4467,GTEX-1B933-0525,,
4468,GTEX-1B933-0225,,
4469,GTEX-1B933-0325,,
4470,GTEX-1B933-2125,,
4471,GTEX-1B97I-0125,,
4472,GTEX-1B97I-0425,,
4473,GTEX-1B97I-0925,,
4474,GTEX-1B97I-1825,,
4475,GTEX-1B97I-1625,,
4476,GTEX-1B97I-1925,,
4477,GTEX-1B97I-0225,,
4478,GTEX-1B97I-1725,,
4479,GTEX-1B97I-0325,,
4480,GTEX-1B97I-1025,,
4481,GTEX-1B97I-2025,,
4482,GTEX-1B97I-0525,,
4483,GTEX-1B97I-1225,,
4484,GTEX-1B97I-0625,,
4485,GTEX-1B97I-1525,,
4486,GTEX-1B97I-0825,,
4487,GTEX-1B996-1225,,
4488,GTEX-1B996-1125,,
4489,GTEX-1B996-0425,,
4490,GTEX-1B996-2725,,
4491,GTEX-1B996-3025,,
4492,GTEX-1B996-1425,,
4493,GTEX-1B996-2625,,
4494,GTEX-1B996-0125,,
4495,GTEX-1B996-0525,,
4496,GTEX-1B996-0725,,
4497,GTEX-1B996-0625,,
4498,GTEX-1B996-1325,,
4499,GTEX-1B996-0325,,
4500,GTEX-1B996-2325,,
4501,GTEX-1B996-1025,,
4502,GTEX-1B996-1725,,
4503,GTEX-1B996-2925,,
4504,GTEX-1B996-2025,,
4505,GTEX-1B996-1825,,
4506,GTEX-1B996-0225,,
4507,GTEX-1B996-1625,,
4508,GTEX-1BAJH-0425,,
4509,GTEX-1BAJH-1625,,
4510,GTEX-1BAJH-0125,,
4511,GTEX-1BAJH-2925,,
4512,GTEX-1BAJH-0825,,
4513,GTEX-1BAJH-0925,,
4514,GTEX-1BAJH-2225,,
4515,GTEX-1BAJH-0725,,
4516,GTEX-1BAJH-0225,,
4517,GTEX-1BAJH-1325,,
4518,GTEX-1BAJH-1025,,
4519,GTEX-1BAJH-2025,,
4520,GTEX-1BAJH-1825,,
4521,GTEX-1BAJH-2325,,
4522,GTEX-1BAJH-0525,,
4523,GTEX-1BAJH-3125,,
4524,GTEX-1BAJH-1225,,
4525,GTEX-1BAJH-2525,,
4526,GTEX-1BAJH-2725,,
4527,GTEX-1BAJH-2425,,
4528,GTEX-1BAJH-2125,,
4529,GTEX-1BAJH-0325,,
4530,GTEX-1BAJH-1525,,
4531,GTEX-1BAJH-1125,,
4532,GTEX-1BAJH-0625,,
4533,GTEX-1BAJH-2625,,
4534,GTEX-1BAJH-1925,,
4535,GTEX-1C64O-2225,,
4536,GTEX-1C64O-1725,,
4537,GTEX-1C64O-2025,,
4538,GTEX-1C64O-2425,,
4539,GTEX-1C64O-1225,,
4540,GTEX-1C64O-1125,,
4541,GTEX-1C64O-0125,,
4542,GTEX-1C64O-0625,,
4543,GTEX-1C64O-0425,,
4544,GTEX-1C64O-0225,,
4545,GTEX-1C64O-1325,,
4546,GTEX-1C64O-0725,,
4547,GTEX-1C64O-1825,,
4548,GTEX-1C64O-1025,,
4549,GTEX-1C64O-1925,,
4550,GTEX-1C64O-0325,,
4551,GTEX-1C64O-1425,,
4552,GTEX-1C64O-2525,,
4553,GTEX-1C64O-1625,,
4554,GTEX-1C64O-2125,,
4555,GTEX-1C64O-0925,,
4556,GTEX-1C64O-2325,,
4557,GTEX-1C64O-0525,,
4558,GTEX-1C64O-0825,,
4559,GTEX-1C6VQ-2025,,
4560,GTEX-1C6VQ-0725,,
4561,GTEX-1C6VQ-1625,,
4562,GTEX-1C6VQ-3025,,
4563,GTEX-1C6VQ-0625,,
4564,GTEX-1C6VQ-0225,,
4565,GTEX-1C6VQ-0525,,
4566,GTEX-1C6VQ-0425,,
4567,GTEX-1C6VQ-0325,,
4568,GTEX-1C6VQ-3125,,
4569,GTEX-1C6VQ-1525,,
4570,GTEX-1C6VQ-2325,,
4571,GTEX-1C6VQ-0825,,
4572,GTEX-1C6VQ-1125,,
4573,GTEX-1C6VQ-1825,,
4574,GTEX-1C6VQ-0125,,
4575,GTEX-1C6VQ-2425,,
4576,GTEX-1C6VQ-2625,,
4577,GTEX-1C6VQ-1225,,
4578,GTEX-1C6VQ-2725,,
4579,GTEX-1C6VQ-1325,,
4580,GTEX-1C6VQ-1725,,
4581,GTEX-1C6VQ-2125,,
4582,GTEX-1C6VQ-1925,,
4583,GTEX-1C6VR-2725,,
4584,GTEX-1C6VR-3125,,
4585,GTEX-1C6VR-1125,,
4586,GTEX-1C6VR-2425,,
4587,GTEX-1C6VR-0425,,
4588,GTEX-1C6VR-1525,,
4589,GTEX-1C6VR-0125,,
4590,GTEX-1C6VR-0725,,
4591,GTEX-1C6VR-2525,,
4592,GTEX-1C6VR-0625,,
4593,GTEX-1C6VR-3025,,
4594,GTEX-1C6VR-2825,,
4595,GTEX-1C6VR-2625,,
4596,GTEX-1C6VS-1225,,
4597,GTEX-1C6VS-0125,,
4598,GTEX-1C6VS-0825,,
4599,GTEX-1C6VS-0525,,
4600,GTEX-1C6VS-2925,,
4601,GTEX-1C6VS-0225,,
4602,GTEX-1C6VS-0425,,
4603,GTEX-1C6VS-0725,,
4604,GTEX-1C6VS-3025,,
4605,GTEX-1C6VS-0325,,
4606,GTEX-1C6VS-1125,,
4607,GTEX-1C6VS-1825,,
4608,GTEX-1CAMQ-2625,,
4609,GTEX-1CAMQ-1325,,
4610,GTEX-1CAMQ-0325,,
4611,GTEX-1CAMQ-1025,,
4612,GTEX-1CAMQ-0425,,
4613,GTEX-1CAMQ-0125,,
4614,GTEX-1CAMQ-0725,,
4615,GTEX-1CAMQ-1425,,
4616,GTEX-1CAMQ-1625,,
4617,GTEX-1CAMQ-0525,,
4618,GTEX-1CAMQ-2525,,
4619,GTEX-1CAMQ-1225,,
4620,GTEX-1CAMQ-0225,,
4621,GTEX-1CAMQ-2225,,
4622,GTEX-1CAMQ-1125,,
4623,GTEX-1CAMQ-2725,,
4624,GTEX-1CB4E-2025,,
4625,GTEX-1CB4E-1825,,
4626,GTEX-1CB4E-1125,,
4627,GTEX-1CB4E-1325,,
4628,GTEX-1CB4E-0125,,
4629,GTEX-1CB4E-0225,,
4630,GTEX-1CB4E-2125,,
4631,GTEX-1CB4E-1025,,
4632,GTEX-1CB4E-1225,,
4633,GTEX-1CB4E-0925,,
4634,GTEX-1CB4E-1725,,
4635,GTEX-1CB4E-0525,,
4636,GTEX-1CB4E-0625,,
4637,GTEX-1CB4E-0725,,
4638,GTEX-1CB4E-0425,,
4639,GTEX-1CB4E-1925,,
4640,GTEX-1CB4E-0825,,
4641,GTEX-1CB4E-2225,,
4642,GTEX-1CB4E-0325,,
4643,GTEX-1CB4F-1025,,
4644,GTEX-1CB4F-0325,,
4645,GTEX-1CB4F-1525,,
4646,GTEX-1CB4F-2125,,
4647,GTEX-1CB4F-2325,,
4648,GTEX-1CB4F-1225,,
4649,GTEX-1CB4F-0825,,
4650,GTEX-1CB4F-0225,,
4651,GTEX-1CB4F-0525,,
4652,GTEX-1CB4F-0125,,
4653,GTEX-1CB4F-1325,,
4654,GTEX-1CB4F-1725,,
4655,GTEX-1CB4F-1825,,
4656,GTEX-1CB4F-0925,,
4657,GTEX-1CB4F-1425,,
4658,GTEX-1CB4F-1925,,
4659,GTEX-1CB4F-2025,,
4660,GTEX-1CB4F-0625,,
4661,GTEX-1CB4F-0725,,
4662,GTEX-1CB4F-1125,,
4663,GTEX-1CB4F-0425,,
4664,GTEX-1CB4I-0625,,
4665,GTEX-1CB4I-0725,,
4666,GTEX-1CB4I-1525,,
4667,GTEX-1CB4I-0825,,
4668,GTEX-1CB4I-1025,,
4669,GTEX-1CB4I-0325,,
4670,GTEX-1CB4I-0425,,
4671,GTEX-1CB4I-1625,,
4672,GTEX-1CB4I-2525,,
4673,GTEX-1CB4I-1825,,
4674,GTEX-1CB4I-0525,,
4675,GTEX-1CB4I-1425,,
4676,GTEX-1CB4I-1325,,
4677,GTEX-1CB4I-0225,,
4678,GTEX-1CB4I-2025,,
4679,GTEX-1CB4I-2125,,
4680,GTEX-1CB4I-0925,,
4681,GTEX-1CB4I-2225,,
4682,GTEX-1CB4I-0125,,
4683,GTEX-1CB4J-0125,,
4684,GTEX-1CB4J-1325,,
4685,GTEX-1CB4J-0325,,
4686,GTEX-1CB4J-0225,,
4687,GTEX-1CB4J-1925,,
4688,GTEX-1CB4J-1225,,
4689,GTEX-1CB4J-2225,,
4690,GTEX-1CB4J-0525,,
4691,GTEX-1CB4J-1525,,
4692,GTEX-1CB4J-1425,,
4693,GTEX-1CB4J-0725,,
4694,GTEX-1CB4J-2425,,
4695,GTEX-1CB4J-3125,,
4696,GTEX-1CB4J-1825,,
4697,GTEX-1CB4J-0625,,
4698,GTEX-1CB4J-2325,,
4699,GTEX-1CB4J-1125,,
4700,GTEX-1CB4J-1725,,
4701,GTEX-1CB4J-1025,,
4702,GTEX-1E1VI-0425,,
4703,GTEX-1E1VI-3025,,
4704,GTEX-1E1VI-1325,,
4705,GTEX-1E1VI-1025,,
4706,GTEX-1E1VI-1425,,
4707,GTEX-1E1VI-1525,,
4708,GTEX-1E1VI-0625,,
4709,GTEX-1E1VI-2825,,
4710,GTEX-1E1VI-2725,,
4711,GTEX-1E1VI-0525,,
4712,GTEX-1E1VI-0225,,
4713,GTEX-1E1VI-2925,,
4714,GTEX-1E1VI-1825,,
4715,GTEX-1E1VI-1625,,
4716,GTEX-1E1VI-0925,,
4717,GTEX-1E1VI-0325,,
4718,GTEX-1E1VI-1225,,
4719,GTEX-1E1VI-0125,,
4720,GTEX-1E1VI-0725,,
4721,GTEX-1E2YA-1925,,
4722,GTEX-1E2YA-2125,,
4723,GTEX-1E2YA-3125,,
4724,GTEX-1E2YA-2625,,
4725,GTEX-1E2YA-0125,,
4726,GTEX-1E2YA-1225,,
4727,GTEX-1E2YA-2525,,
4728,GTEX-1E2YA-0325,,
4729,GTEX-1E2YA-2825,,
4730,GTEX-1E2YA-2725,,
4731,GTEX-1E2YA-0525,,
4732,GTEX-1E2YA-0925,,
4733,GTEX-1E2YA-1625,,
4734,GTEX-1E2YA-2925,,
4735,GTEX-1E2YA-0625,,
4736,GTEX-1E2YA-0225,,
4737,GTEX-1E2YA-0425,,
4738,GTEX-1E2YA-2425,,
4739,GTEX-1E2YA-3025,,
4740,GTEX-1EMGI-2325,,
4741,GTEX-1EMGI-0325,,
4742,GTEX-1EMGI-2825,,
4743,GTEX-1EMGI-0225,,
4744,GTEX-1EMGI-0425,,
4745,GTEX-1EMGI-2625,,
4746,GTEX-1EMGI-2125,,
4747,GTEX-1EMGI-1225,,
4748,GTEX-1EMGI-1125,,
4749,GTEX-1EMGI-0825,,
4750,GTEX-1EMGI-2725,,
4751,GTEX-1EMGI-1425,,
4752,GTEX-1EMGI-0125,,
4753,GTEX-1EMGI-1925,,
4754,GTEX-1EMGI-2925,,
4755,GTEX-1EMGI-0925,,
4756,GTEX-1EMGI-0625,,
4757,GTEX-1EMGI-3125,,
4758,GTEX-1EMGI-3025,,
4759,GTEX-1EMGI-0725,,
4760,GTEX-1EMGI-0525,,
4761,GTEX-1EMGI-2025,,
4762,GTEX-1EN7A-0725,,
4763,GTEX-1EN7A-1025,,
4764,GTEX-1EN7A-0825,,
4765,GTEX-1EN7A-1425,,
4766,GTEX-1EN7A-1625,,
4767,GTEX-1EN7A-2425,,
4768,GTEX-1EN7A-1525,,
4769,GTEX-1EN7A-0325,,
4770,GTEX-1EN7A-2025,,
4771,GTEX-1EN7A-3025,,
4772,GTEX-1EN7A-2225,,
4773,GTEX-1EN7A-1225,,
4774,GTEX-1EN7A-0125,,
4775,GTEX-1EN7A-0925,,
4776,GTEX-1EN7A-0425,,
4777,GTEX-1EN7A-1125,,
4778,GTEX-1EN7A-3125,,
4779,GTEX-1F5PK-1525,,
4780,GTEX-1F5PK-2225,,
4781,GTEX-1F5PK-2625,,
4782,GTEX-1F5PK-0725,,
4783,GTEX-1F5PK-0425,,
4784,GTEX-1F5PK-1825,,
4785,GTEX-1F5PK-1925,,
4786,GTEX-1F5PK-0525,,
4787,GTEX-1F5PK-2725,,
4788,GTEX-1F5PK-2525,,
4789,GTEX-1F5PK-1725,,
4790,GTEX-1F5PK-2425,,
4791,GTEX-1F5PK-0625,,
4792,GTEX-1F5PK-2125,,
4793,GTEX-1F5PK-0325,,
4794,GTEX-1F5PK-1625,,
4795,GTEX-1F5PK-2825,,
4796,GTEX-1F5PK-0825,,
4797,GTEX-1F6I4-0225,,
4798,GTEX-1F6I4-0825,,
4799,GTEX-1F6I4-0425,,
4800,GTEX-1F6I4-1025,,
4801,GTEX-1F6I4-0525,,
4802,GTEX-1F6I4-0725,,
4803,GTEX-1F6I4-1425,,
4804,GTEX-1F6I4-2325,,
4805,GTEX-1F6I4-0625,,
4806,GTEX-1F6I4-3025,,
4807,GTEX-1F6I4-0125,,
4808,GTEX-1F6I4-3125,,
4809,GTEX-1F6I4-2525,,
4810,GTEX-1F6I4-3225,,
4811,GTEX-1F6I4-2125,,
4812,GTEX-1F6I4-1325,,
4813,GTEX-1F6I4-0325,,
4814,GTEX-1F6IF-0225,,
4815,GTEX-1F6IF-0725,,
4816,GTEX-1F6IF-0525,,
4817,GTEX-1F6IF-0125,,
4818,GTEX-1F6IF-2925,,
4819,GTEX-1F6IF-0925,,
4820,GTEX-1F6IF-3025,,
4821,GTEX-1F6IF-2525,,
4822,GTEX-1F6IF-2025,,
4823,GTEX-1F6IF-1125,,
4824,GTEX-1F6IF-0425,,
4825,GTEX-1F75A-0325,,
4826,GTEX-1F75A-0425,,
4827,GTEX-1F75A-1825,,
4828,GTEX-1F75A-0225,,
4829,GTEX-1F75A-1625,,
4830,GTEX-1F75A-2925,,
4831,GTEX-1F75A-0625,,
4832,GTEX-1F75A-3025,,
4833,GTEX-1F75A-2825,,
4834,GTEX-1F75A-1025,,
4835,GTEX-1F75A-0125,,
4836,GTEX-1F75A-0725,,
4837,GTEX-1F75A-0525,,
4838,GTEX-1F75A-2025,,
4839,GTEX-1F75W-0325,,
4840,GTEX-1F75W-0225,,
4841,GTEX-1F75W-2725,,
4842,GTEX-1F75W-0425,,
4843,GTEX-1F75W-2125,,
4844,GTEX-1F75W-0625,,
4845,GTEX-1F75W-3125,,
4846,GTEX-1F88E-0625,,
4847,GTEX-1F88E-2825,,
4848,GTEX-1F88E-2925,,
4849,GTEX-1F88E-1625,,
4850,GTEX-1F88E-2025,,
4851,GTEX-1F88E-1825,,
4852,GTEX-1F88E-0525,,
4853,GTEX-1F88F-2125,,
4854,GTEX-1F88F-0925,,
4855,GTEX-1F88F-3225,,
4856,GTEX-1F88F-0225,,
4857,GTEX-1F88F-0125,,
4858,GTEX-1F88F-2925,,
4859,GTEX-1F88F-1525,,
4860,GTEX-1F88F-2725,,
4861,GTEX-1F88F-2525,,
4862,GTEX-1F88F-1125,,
4863,GTEX-1F88F-1625,,
4864,GTEX-1F88F-0325,,
4865,GTEX-1F88F-0725,,
4866,GTEX-1F88F-2625,,
4867,GTEX-1F88F-2825,,
4868,GTEX-1GF9V-3125,,
4869,GTEX-1GF9V-1525,,
4870,GTEX-1GF9V-0725,,
4871,GTEX-1GF9V-1125,,
4872,GTEX-1GF9V-0225,,
4873,GTEX-1GF9V-2525,,
4874,GTEX-1GF9V-0425,,
4875,GTEX-1GF9V-0825,,
4876,GTEX-1GF9V-3025,,
4877,GTEX-1GF9V-0125,,
4878,GTEX-1GF9V-1225,,
4879,GTEX-1GF9V-0625,,
4880,GTEX-1GF9V-1925,,
4881,GTEX-1GF9V-2025,,
4882,GTEX-1GF9V-1625,,
4883,GTEX-1GF9V-2925,,
4884,GTEX-1GF9V-1025,,
4885,GTEX-1GF9V-0525,,
4886,GTEX-1GF9V-0325,,
4887,GTEX-1GF9V-0925,,
4888,GTEX-1GF9V-1725,,
4889,GTEX-1GF9W-0125,,
4890,GTEX-1GF9W-2625,,
4891,GTEX-1GF9W-2825,,
4892,GTEX-1GF9W-0325,,
4893,GTEX-1GF9W-1425,,
4894,GTEX-1GF9W-2725,,
4895,GTEX-1GF9W-1325,,
4896,GTEX-1GF9W-2125,,
4897,GTEX-1GF9W-0825,,
4898,GTEX-1GF9W-0625,,
4899,GTEX-1GF9W-2025,,
4900,GTEX-1GF9W-1925,,
4901,GTEX-1GF9W-1025,,
4902,GTEX-1GF9W-0225,,
4903,GTEX-1GF9W-0525,,
4904,GTEX-1GF9X-0425,,
4905,GTEX-1GF9X-1125,,
4906,GTEX-1GF9X-0225,,
4907,GTEX-1GF9X-1725,,
4908,GTEX-1GF9X-2125,,
4909,GTEX-1GF9X-1425,,
4910,GTEX-1GF9X-0325,,
4911,GTEX-1GF9X-2425,,
4912,GTEX-1GF9X-2025,,
4913,GTEX-1GF9X-1325,,
4914,GTEX-1GF9X-1925,,
4915,GTEX-1GF9X-1025,,
4916,GTEX-1GF9X-1825,,
4917,GTEX-1GF9X-1525,,
4918,GTEX-1GF9X-0125,,
4919,GTEX-1GF9X-0725,,
4920,GTEX-1GF9X-0925,,
4921,GTEX-1GMR2-2525,,
4922,GTEX-1GMR2-1325,,
4923,GTEX-1GMR2-1525,,
4924,GTEX-1GMR2-2325,,
4925,GTEX-1GMR2-1025,,
4926,GTEX-1GMR2-0725,,
4927,GTEX-1GMR2-2425,,
4928,GTEX-1GMR2-0825,,
4929,GTEX-1GMR2-0125,,
4930,GTEX-1GMR2-1725,,
4931,GTEX-1GMR2-1625,,
4932,GTEX-1GMR2-1925,,
4933,GTEX-1GMR2-1125,,
4934,GTEX-1GMR2-0225,,
4935,GTEX-1GMR2-2125,,
4936,GTEX-1GMR2-2025,,
4937,GTEX-1GMR2-1425,,
4938,GTEX-1GMR2-1825,,
4939,GTEX-1GMR3-1425,,
4940,GTEX-1GMR3-1925,,
4941,GTEX-1GMR3-0225,,
4942,GTEX-1GMR3-0825,,
4943,GTEX-1GMR3-2425,,
4944,GTEX-1GMR3-0325,,
4945,GTEX-1GMR3-2825,,
4946,GTEX-1GMR3-2025,,
4947,GTEX-1GMR3-0425,,
4948,GTEX-1GMR3-2625,,
4949,GTEX-1GMR3-0925,,
4950,GTEX-1GMR3-1525,,
4951,GTEX-1GMR3-1225,,
4952,GTEX-1GMR3-2225,,
4953,GTEX-1GMR3-2125,,
4954,GTEX-1GMR3-2325,,
4955,GTEX-1GMR3-0125,,
4956,GTEX-1GMR3-0725,,
4957,GTEX-1GMR3-1325,,
4958,GTEX-1GMR3-2725,,
4959,GTEX-1GMR3-1725,,
4960,GTEX-1GMR3-0625,,
4961,GTEX-1GMR3-0525,,
4962,GTEX-1GMR3-2525,,
4963,GTEX-1GN1V-0625,,
4964,GTEX-1GN1V-0325,,
4965,GTEX-1GN1V-3025,,
4966,GTEX-1GN1V-0225,,
4967,GTEX-1GN1V-1625,,
4968,GTEX-1GN1V-1025,,
4969,GTEX-1GN1V-1825,,
4970,GTEX-1GN1V-0825,,
4971,GTEX-1GN1V-3125,,
4972,GTEX-1GN1V-2825,,
4973,GTEX-1GN1V-0525,,
4974,GTEX-1GN1V-0125,,
4975,GTEX-1GN1V-2925,,
4976,GTEX-1GN2E-0725,,
4977,GTEX-1GN2E-1525,,
4978,GTEX-1GN2E-0425,,
4979,GTEX-1GN2E-0225,,
4980,GTEX-1GN2E-0325,,
4981,GTEX-1GN2E-0625,,
4982,GTEX-1GN2E-1325,,
4983,GTEX-1GN2E-3025,,
4984,GTEX-1GN2E-0525,,
4985,GTEX-1GN2E-0125,,
4986,GTEX-1GN2E-1425,,
4987,GTEX-1GN2E-2925,,
4988,GTEX-1GN2E-1125,,
4989,GTEX-1GN2E-0925,,
4990,GTEX-1GN2E-0825,,
4991,GTEX-1GN2E-2025,,
4992,GTEX-1GN2E-2225,,
4993,GTEX-1GPI6-0525,,
4994,GTEX-1GPI6-1925,,
4995,GTEX-1GPI6-0125,,
4996,GTEX-1GPI6-2125,,
4997,GTEX-1GPI6-0625,,
4998,GTEX-1GPI6-0325,,
4999,GTEX-1GPI6-0425,,
5000,GTEX-1GTWX-1325,,
5001,GTEX-1GTWX-2625,,
5002,GTEX-1GTWX-0725,,
5003,GTEX-1GTWX-0925,,
5004,GTEX-1GTWX-0625,,
5005,GTEX-1GTWX-2225,,
5006,GTEX-1GTWX-1825,,
5007,GTEX-1GTWX-2025,,
5008,GTEX-1GTWX-0225,,
5009,GTEX-1GTWX-0425,,
5010,GTEX-1GTWX-2525,,
5011,GTEX-1GTWX-0325,,
5012,GTEX-1GTWX-2925,,
5013,GTEX-1GTWX-3125,,
5014,GTEX-1GTWX-0125,,
5015,GTEX-1GTWX-1525,,
5016,GTEX-1GTWX-0525,,
5017,GTEX-1GTWX-1025,,
5018,GTEX-1GZ4I-2725,,
5019,GTEX-1GZ4I-2325,,
5020,GTEX-1GZ4I-3025,,
5021,GTEX-1GZ4I-2225,,
5022,GTEX-1GZ4I-1225,,
5023,GTEX-1GZ4I-2625,,
5024,GTEX-1GZ4I-0725,,
5025,GTEX-1GZ4I-0625,,
5026,GTEX-1GZ4I-0225,,
5027,GTEX-1GZ4I-0525,,
5028,GTEX-1GZ4I-2425,,
5029,GTEX-1GZ4I-0325,,
5030,GTEX-1GZ4I-1025,,
5031,GTEX-1GZ4I-0825,,
5032,GTEX-1GZ4I-2925,,
5033,GTEX-1GZ4I-0425,,
5034,GTEX-1GZ4I-1525,,
5035,GTEX-1GZ4I-2825,,
5036,GTEX-1GZ4I-3125,,
5037,GTEX-1GZ4I-1125,,
5038,GTEX-1H11D-0925,,
5039,GTEX-1H11D-1225,,
5040,GTEX-1H11D-0225,,
5041,GTEX-1H11D-2625,,
5042,GTEX-1H11D-1125,,
5043,GTEX-1H11D-1925,,
5044,GTEX-1H11D-0725,,
5045,GTEX-1H11D-0625,,
5046,GTEX-1H11D-1525,,
5047,GTEX-1H11D-1425,,
5048,GTEX-1H11D-2025,,
5049,GTEX-1H11D-1825,,
5050,GTEX-1H11D-2225,,
5051,GTEX-1H11D-1025,,
5052,GTEX-1H11D-2425,,
5053,GTEX-1H11D-2125,,
5054,GTEX-1H11D-0525,,
5055,GTEX-1H11D-1625,,
5056,GTEX-1H11D-0825,,
5057,GTEX-1H11D-2525,,
5058,GTEX-1H11D-0325,,
5059,GTEX-1H11D-0425,,
5060,GTEX-1H1DE-1525,,
5061,GTEX-1H1DE-1625,,
5062,GTEX-1H1DE-1225,,
5063,GTEX-1H1DE-0925,,
5064,GTEX-1H1DE-1825,,
5065,GTEX-1H1DE-2125,,
5066,GTEX-1H1DE-2025,,
5067,GTEX-1H1DE-1025,,
5068,GTEX-1H1DE-1425,,
5069,GTEX-1H1DE-1325,,
5070,GTEX-1H1DE-1925,,
5071,GTEX-1H1DE-1725,,
5072,GTEX-1H1DE-0825,,
5073,GTEX-1H1DE-0225,,
5074,GTEX-1H1DF-1425,,
5075,GTEX-1H1DF-1025,,
5076,GTEX-1H1DF-0225,,
5077,GTEX-1H1DF-0325,,
5078,GTEX-1H1DF-1125,,
5079,GTEX-1H1DG-0425,,
5080,GTEX-1H1DG-0125,,
5081,GTEX-1H1DG-0725,,
5082,GTEX-1H1DG-2125,,
5083,GTEX-1H1DG-0825,,
5084,GTEX-1H1DG-2025,,
5085,GTEX-1H1DG-0525,,
5086,GTEX-1H1DG-2825,,
5087,GTEX-1H1DG-0325,,
5088,GTEX-1H1DG-2725,,
5089,GTEX-1H1DG-2925,,
5090,GTEX-1H1DG-1425,,
5091,GTEX-1H1DG-1025,,
5092,GTEX-1H1DG-2425,,
5093,GTEX-1H1DG-2225,,
5094,GTEX-1H1DG-1225,,
5095,GTEX-1H1E6-1425,,
5096,GTEX-1H1E6-1125,,
5097,GTEX-1H1E6-0825,,
5098,GTEX-1H1E6-1725,,
5099,GTEX-1H1E6-0525,,
5100,GTEX-1H1E6-2225,,
5101,GTEX-1H1E6-1025,,
5102,GTEX-1H1E6-0925,,
5103,GTEX-1H1E6-1325,,
5104,GTEX-1H1E6-0625,,
5105,GTEX-1H1E6-0425,,
5106,GTEX-1H1E6-1525,,
5107,GTEX-1H1E6-0725,,
5108,GTEX-1H1E6-1825,,
5109,GTEX-1H1E6-1625,,
5110,GTEX-1H1E6-2025,,
5111,GTEX-1H1E6-2325,,
5112,GTEX-1H1E6-1925,,
